"rfmo","lon","lat","year","effort_t_hooks","catch_tot_mt","catch_tot_n","catch_bet_mt","catch_bet_n","catch_alb_mt","catch_alb_n","catch_yft_mt","catch_yft_n"
"iotc",137.5,-37.5,1997,10.733,6.145,754,NA,NA,6.145,754,NA,NA
"iotc",137.5,-37.5,1999,1.985,0,66,NA,NA,NA,66,NA,NA
"iotc",137.5,-37.5,2000,84.072,14.922,0,12.72,NA,2.202,NA,NA,NA
"iotc",137.5,-37.5,2001,258.82,51.9706,0,26.9676,NA,25.003,NA,NA,NA
"iotc",137.5,-37.5,2002,17.45,0.947,0,0.495,NA,0.452,NA,NA,NA
"iotc",137.5,-37.5,2014,8.896,0.044,0,0.044,NA,NA,NA,NA,NA
"iotc",137.5,-37.5,2017,5.16,0.498,0,NA,NA,0.498,NA,NA,NA
"iotc",137.5,-37.5,2021,1.025,0.23,0,NA,NA,0.23,NA,NA,NA
"iotc",137.5,-37.5,2024,0.5,0.078,0,0.078,NA,NA,NA,NA,NA
"wcpfc",152.5,-37.5,1963,2504.936,115.763,9653,5.468,154,106.176,9355,4.119,144
"wcpfc",152.5,-37.5,1965,3474.148,556.265,36074,66.662,1152,343.247,30097,146.356,4825
"wcpfc",152.5,-37.5,1966,4891.138,373.414,33040,13.296,304,343.507,32247,16.611,489
"wcpfc",152.5,-37.5,1967,4267.923,315.859,25069,28.601,626,233.422,23118,53.836,1325
"wcpfc",152.5,-37.5,1968,2465.949,316.411,23318,45.743,958,227.238,21253,43.43,1107
"wcpfc",152.5,-37.5,1969,1852.619,278.444,14244,52.375,968,140.504,10353,85.565,2923
"wcpfc",152.5,-37.5,1971,2728.652,285.938,17781,16.931,320,220.616,15191,48.391,2270
"wcpfc",152.5,-37.5,1972,4909.467,586.748,37228,42.18,1087,528.32,35608,16.248,533
"wcpfc",152.5,-37.5,1973,5976.399,1146.242,75078,253.471,5017,823.902,68193,68.869,1868
"wcpfc",152.5,-37.5,1974,5390.151,730.056,56788,120.785,2256,533.234,52311,76.037,2221
"wcpfc",152.5,-37.5,1975,1644.15,329.208,18956,25.507,488,275.481,17728,28.22,740
"wcpfc",152.5,-37.5,1977,1527.005,163.297,10882,8.782,143,151.07,10653,3.445,86
"wcpfc",152.5,-37.5,1978,3284.047,415.657,25764,57.225,1293,333.314,23633,25.118,838
"wcpfc",152.5,-37.5,1979,2783.017,471.43,31172,83.385,1781,341.227,28171,46.818,1220
"wcpfc",152.5,-37.5,1980,2952.002,326.189,25059,27.537,400,290.938,24417,7.714,242
"wcpfc",152.5,-37.5,1981,3018.1,385.458,28713,15.096,284,352.917,27932,17.445,497
"wcpfc",152.5,-37.5,1982,2018.2,274.063,18157,5.351,122,264.911,17941,3.801,94
"wcpfc",152.5,-37.5,1983,2230.8,384.164,23237,0.561,13,382.384,23186,1.219,38
"wcpfc",152.5,-37.5,1984,1312.2,153.57,10418,1.301,34,149.057,10271,3.212,113
"wcpfc",152.5,-37.5,1989,3348.82,904.614,84782,42.291,866,499.414,73065,362.909,10851
"wcpfc",152.5,-37.5,1990,1773.378,433.485,34309,15.088,307,187.541,23717,230.856,10285
"wcpfc",152.5,-37.5,1991,1716.626,487.146,30013,12.004,170,146.017,16618,329.125,13225
"wcpfc",152.5,-37.5,1992,1234.713,487.737,30269,7.431,152,146.91,15605,333.396,14512
"wcpfc",152.5,-37.5,1993,1243.9,167.839,12952,3.104,62,162.602,12838,2.133,52
"wcpfc",152.5,-37.5,1994,1389.617,477.571,31154,4.615,94,155.244,19609,317.712,11451
"wcpfc",152.5,-37.5,1995,1213.382,379.687,28553,3.904,64,165.259,20037,210.524,8452
"wcpfc",152.5,-37.5,1997,1387.893,645.152,34741,17.892,474,128.516,16189,498.744,18078
"wcpfc",152.5,-37.5,1998,1932.577,607.503,33189,81.769,1943,171.441,19923,354.293,11323
"wcpfc",152.5,-37.5,1999,1415.842,473.503,18436,115.394,2544,71.156,8094,286.953,7798
"wcpfc",152.5,-37.5,2002,2062.482,362.677,21519,22.866,800,322.604,20478,17.207,241
"wcpfc",152.5,-37.5,2003,1485.015,258.278,15022,20.758,527,235.773,14424,1.747,71
"wcpfc",152.5,-37.5,2005,1343.816,555.97,34007,16.448,319,535.799,33553,3.723,135
"wcpfc",157.5,-37.5,1964,2091.825,211.427,16913,19.644,456,183.855,16199,7.928,258
"wcpfc",157.5,-37.5,1965,1380.97,133.388,11570,12.93,294,117.195,11167,3.263,109
"wcpfc",157.5,-37.5,1971,1334.741,367.876,19159,108.331,1970,235.255,16199,24.29,990
"wcpfc",157.5,-37.5,1972,1274.922,315.146,12655,153.282,2833,137.771,9198,24.093,624
"wcpfc",157.5,-37.5,1973,1386.683,401.283,14736,202.922,3689,110.606,9142,87.755,1905
"wcpfc",157.5,-37.5,1982,1612,425.17,25278,54.508,1169,348.867,23627,21.795,482
"wcpfc",157.5,-37.5,1983,1669.4,644.424,36247,57.335,1270,571.034,34625,16.055,352
"wcpfc",157.5,-37.5,1986,1420,419.649,22752,71.971,1339,295.603,20430,52.075,983
"wcpfc",157.5,-37.5,1987,1445.6,452.627,25837,53.453,1373,333.557,23019,65.617,1445
"wcpfc",157.5,-37.5,1988,1712.8,419.589,22019,70.229,1883,245.961,17561,103.399,2575
"wcpfc",157.5,-37.5,1989,2885.7,1150.338,61347,133.938,2765,842.098,54546,174.302,4036
"wcpfc",157.5,-37.5,1990,2494.3,671.877,48571,118.196,2753,466.779,43523,86.902,2295
"wcpfc",157.5,-37.5,1991,2600.7,803.724,49047,99.756,2689,542.264,42081,161.704,4277
"wcpfc",157.5,-37.5,1992,3644,664.963,45752,88.846,2519,528.791,41815,47.326,1418
"wcpfc",157.5,-37.5,1993,3853.5,805.844,50194,147.24,2902,575.67,45340,82.934,1952
"wcpfc",157.5,-37.5,1994,5134.867,1506.945,90335,108.909,2540,948.358,78972,449.678,8823
"wcpfc",157.5,-37.5,1995,3782.503,1415.703,76276,57.246,1060,1203.312,71201,155.145,4015
"wcpfc",157.5,-37.5,1996,5371.917,1594.361,109099,154.46,3399,1194.241,99850,245.66,5850
"wcpfc",157.5,-37.5,1997,5263.4,1880.359,94241,105.972,1936,1586.126,87419,188.261,4886
"wcpfc",157.5,-37.5,1998,5455.46,1702.348,92199,187.066,4331,1484.118,87214,31.164,654
"wcpfc",157.5,-37.5,1999,3398.492,987.179,47092,220.588,4957,732.051,40805,34.54,1330
"wcpfc",157.5,-37.5,2000,3362.963,616.548,32803,75.53,2389,520.564,29659,20.454,755
"wcpfc",157.5,-37.5,2001,2502.468,809.536,45585,25.336,937,779.212,44459,4.988,189
"wcpfc",157.5,-37.5,2002,3312.349,569.734,33801,65.284,2284,491.593,31205,12.857,312
"wcpfc",157.5,-37.5,2003,5965.934,1492.746,84342,171.627,4649,1266.119,77458,55,2235
"wcpfc",157.5,-37.5,2004,6276.585,2438.717,139802,132.745,4413,2270.474,134098,35.498,1291
"wcpfc",157.5,-37.5,2005,5219.313,2213.617,130599,164.118,3426,2005.07,125562,44.429,1611
"wcpfc",157.5,-37.5,2006,3413.678,628.718,50663,68.476,2037,546.742,48172,13.5,454
"wcpfc",157.5,-37.5,2007,1429.594,474.607,29250,10.476,291,447.977,28364,16.154,595
"wcpfc",157.5,-37.5,2008,1598.158,657.504,42582,197.507,5318,446.819,36763,13.178,501
"wcpfc",157.5,-37.5,2009,2190.282,599.835,46101,110.818,3019,467.158,42304,21.859,778
"wcpfc",157.5,-37.5,2010,2088.17,533.152,47132,123.797,2085,371.198,44363,38.157,684
"wcpfc",157.5,-37.5,2011,2189.375,559.874,38485,113.055,2044,275.923,33198,170.896,3243
"wcpfc",157.5,-37.5,2012,1838.33,531.479,51019,102.086,1999,381.278,48095,48.115,925
"wcpfc",157.5,-37.5,2013,1536.266,315.694,25319,82.573,1648,180.466,22645,52.655,1026
"wcpfc",157.5,-37.5,2014,1713.021,803.502,89948,40.477,884,746.467,88696,16.558,368
"wcpfc",157.5,-37.5,2017,1999.68,1135.848,109820,73.538,1237,1024.136,107888,38.174,695
"wcpfc",162.5,-37.5,1990,1314.1,386.318,39233,2.706,84,383.612,39149,0,0
"wcpfc",162.5,-37.5,1991,6128.1,1754.967,184399,26.823,627,1722.228,183628,5.916,144
"wcpfc",162.5,-37.5,1995,1467.81,747.308,38261,42.608,1104,553.532,32753,151.168,4404
"wcpfc",162.5,-37.5,1996,3348.642,754.99,59913,133.002,4613,339.889,44965,282.099,10335
"wcpfc",162.5,-37.5,1997,2088.944,580.925,26823,138.673,4759,325.176,17922,117.076,4142
"wcpfc",162.5,-37.5,1998,2059.386,831.353,36663,163.638,3574,503.753,29603,163.962,3486
"wcpfc",162.5,-37.5,2000,1453.094,367.35,18750,72.43,2291,277.772,15826,17.148,633
"wcpfc",162.5,-37.5,2001,1274.024,597.678,29714,145.471,5380,375.665,21434,76.542,2900
"wcpfc",162.5,-37.5,2002,1337.159,383.946,20533,108.789,3806,245.142,15561,30.015,1166
"wcpfc",167.5,-37.5,1989,1334,299.359,38301,6.16,170,287.785,37863,5.414,268
"wcpfc",167.5,-37.5,1990,2442.9,326.888,24956,14.788,356,312.1,24600,0,0
"wcpfc",167.5,-37.5,1997,1352.193,442.653,57424,5.228,183,419.032,56563,18.393,678
"wcpfc",172.5,-37.5,1973,1427.506,200.76,15000,19.022,423,131.578,12786,50.16,1791
"wcpfc",172.5,-37.5,2001,1230.778,481.721,60527,22.321,470,445.516,59626,13.884,431
"wcpfc",172.5,-37.5,2002,1245.108,354.355,45654,13.571,255,333.515,45214,7.269,185
"wcpfc",177.5,-37.5,1966,2072.312,277.27,25122,8.376,191,268.576,24922,0.318,9
"wcpfc",177.5,-37.5,1967,2348.798,381.909,27807,38.885,892,338.493,26775,4.531,140
"wcpfc",177.5,-37.5,1968,1559.004,153.496,13136,8.196,166,143.56,12913,1.74,57
"wcpfc",177.5,-37.5,1969,2725.494,437.625,25064,180.231,3060,236.196,21447,21.198,557
"wcpfc",177.5,-37.5,1970,1560.344,434.892,27747,109.667,1900,296.606,25094,28.619,753
"wcpfc",177.5,-37.5,1971,3539.239,873.666,41230,458.128,8342,302.294,29592,113.244,3296
"wcpfc",177.5,-37.5,1972,6056.215,419.377,17967,199.334,3715,184.833,13200,35.21,1052
"wcpfc",177.5,-37.5,1973,2782.368,343.572,20060,91.074,1711,242.14,18128,10.358,221
"wcpfc",177.5,-37.5,1974,4186.833,388.469,24748,70.253,1315,306.64,23139,11.576,294
"wcpfc",177.5,-37.5,1975,3121.48,318.881,10642,145.617,2267,104.433,6776,68.831,1599
"wcpfc",177.5,-37.5,1976,6399.808,421.916,23277,72.622,1202,339.112,21823,10.182,252
"wcpfc",177.5,-37.5,1977,2091.621,144.404,9444,14.941,429,126.168,8897,3.295,118
"wcpfc",177.5,-37.5,1979,4235.981,185.975,13970,21.78,554,161.256,13313,2.939,103
"wcpfc",177.5,-37.5,1980,6763.414,178.003,13428,24.879,594,152.767,12821,0.357,13
"wcpfc",177.5,-37.5,1981,5812.8,424.195,27308,100.223,2325,308.33,24403,15.642,580
"wcpfc",177.5,-37.5,1982,7459.8,668.296,35231,170.462,2798,469.812,31818,28.022,615
"wcpfc",177.5,-37.5,1983,5623.7,540.222,30374,70.753,2048,463.951,28132,5.518,194
"wcpfc",177.5,-37.5,1984,3063.9,467.174,26551,110.915,2242,349.372,24074,6.887,235
"wcpfc",177.5,-37.5,1985,3188.9,477.75,26900,132.715,3147,340.55,23609,4.485,144
"wcpfc",177.5,-37.5,1986,2890.9,361.871,21030,82.01,1770,277.591,19185,2.27,75
"wcpfc",177.5,-37.5,1987,4687.4,358.454,22888,34.782,637,321.066,22157,2.606,94
"wcpfc",177.5,-37.5,1988,3930.1,426.077,28501,38.757,862,386.988,27630,0.332,9
"wcpfc",177.5,-37.5,1989,1920.9,243.696,14511,28.439,568,215.257,13943,0,0
"wcpfc",177.5,-37.5,1990,1903.5,246.833,18463,25.769,535,220.847,17922,0.217,6
"wcpfc",177.5,-37.5,1991,3204.2,243.781,18851,6.038,128,237.509,18717,0.234,6
"wcpfc",177.5,-37.5,1992,2913.7,277.082,19835,8.663,248,268.419,19587,0,0
"wcpfc",177.5,-37.5,1994,1211.412,643.952,65365,51.125,1043,566.269,63041,26.558,1281
"wcpfc",177.5,-37.5,1995,1902.021,727.265,78498,52.226,1090,586.876,73786,88.163,3622
"wcpfc",177.5,-37.5,1996,2064.537,996.166,100451,82.872,1893,774.279,92509,139.015,6049
"wcpfc",177.5,-37.5,1997,1633.36,824.778,78705,87.586,2515,652.687,72520,84.505,3670
"wcpfc",177.5,-37.5,1998,2896.611,1692.943,164276,238.736,6208,1387.132,155775,67.075,2293
"wcpfc",177.5,-37.5,1999,4424.647,1786.027,173019,224.009,5501,1503.823,165624,58.195,1894
"wcpfc",177.5,-37.5,2000,3134.992,714.575,65766,83.871,1897,596.824,62378,33.88,1491
"wcpfc",177.5,-37.5,2001,4836.092,1254.768,119293,163.424,3937,1007.754,112355,83.59,3001
"wcpfc",177.5,-37.5,2002,5090.83,1239.571,127431,61.169,1351,1166.709,125735,11.693,345
"wcpfc",177.5,-37.5,2003,5256.431,1170.94,126202,60.382,1434,1105.882,124605,4.676,163
"wcpfc",177.5,-37.5,2004,3944.947,722.083,83951,42.946,1141,672.562,82431,6.575,379
"wcpfc",177.5,-37.5,2005,2643.145,461.781,42624,51.613,1392,390.413,40394,19.755,838
"wcpfc",177.5,-37.5,2006,2726.425,467.547,40407,87.431,2027,377.588,38299,2.528,81
"wcpfc",177.5,-37.5,2007,1823.653,244.183,19662,62.845,1401,174.973,18052,6.365,209
"wcpfc",177.5,-37.5,2008,1569.255,311.935,23214,96.608,2458,205.687,20460,9.64,296
"wcpfc",177.5,-37.5,2009,1663.966,392.454,30692,108.98,2400,282.31,28258,1.164,34
"wcpfc",177.5,-37.5,2010,1959.544,463.28,40740,82.323,1706,378.667,38978,2.29,56
"wcpfc",177.5,-37.5,2011,2217.742,375.411,32684,88.281,1799,286.113,30862,1.017,23
"wcpfc",177.5,-37.5,2012,1508.171,222.881,16754,70.3,1429,152.021,15311,0.56,14
"wcpfc",177.5,-37.5,2013,1542.626,243.441,22522,54.285,1114,188.987,21405,0.169,3
"wcpfc",177.5,-37.5,2014,1539.323,271.834,23188,83.038,1649,188.128,21517,0.668,22
"wcpfc",177.5,-37.5,2015,1657.595,191.411,12728,76.758,1642,100.777,10601,13.876,485
"wcpfc",177.5,-37.5,2016,1243.078,298.3,21559,97.912,2194,176.428,18591,23.96,774
"wcpfc",177.5,-37.5,2018,1502.183,249.657,19266,67.772,1391,173.604,17571,8.281,304
"wcpfc",-172.5,-32.5,1973,3720.966,664.951,51043,63.004,1400,435.809,43710,166.138,5933
"wcpfc",-172.5,-32.5,1974,4179.02,449.988,37260,49.258,1094,281.076,31892,119.654,4274
"wcpfc",-172.5,-32.5,1981,1518.9,817.267,71102,77.306,2237,731.974,68565,7.987,300
"wcpfc",-172.5,-32.5,2018,1272.744,525.657,41749,51.662,1247,456.174,40067,17.821,435
"wcpfc",-172.5,-32.5,2019,1564.741,419.668,34362,33.502,788,364.089,32727,22.077,847
"wcpfc",-167.5,-32.5,1970,1607.577,781.513,71729,62.298,1384,546.597,64180,172.618,6165
"wcpfc",-167.5,-32.5,1973,1253.144,210.638,17191,19.957,443,138.053,14868,52.628,1880
"wcpfc",-167.5,-32.5,1974,1351.628,181.452,12050,19.863,441,113.34,9886,48.249,1723
"wcpfc",-167.5,-32.5,2003,1991.722,527.86,36479,52.204,1207,423.067,33521,52.589,1751
"wcpfc",-167.5,-32.5,2006,1260.532,343.059,26834,48.041,1021,290.215,25691,4.803,122
"wcpfc",-167.5,-32.5,2018,1429.982,667.157,43415,40.325,991,595.413,41673,31.419,751
"wcpfc",-167.5,-32.5,2020,1352.337,399.075,33310,29.615,850,360.348,32120,9.112,340
"wcpfc",-162.5,-32.5,1973,1494.204,285.807,20498,27.081,602,187.317,17346,71.409,2550
"wcpfc",-162.5,-32.5,1974,5574.446,601.808,49702,65.878,1464,375.906,42522,160.024,5716
"wcpfc",-162.5,-32.5,1993,1200.5,288.85,25889,2.471,47,281.357,25652,5.022,190
"wcpfc",-162.5,-32.5,2003,1580.088,515.059,34044,66.977,2241,414.298,30548,33.784,1255
"wcpfc",-157.5,-32.5,1994,1609,707.455,69467,13.879,399,672.545,68278,21.031,790
"wcpfc",-152.5,-32.5,1992,1468.7,687.989,54818,0.429,8,687.381,54807,0.179,3
"wcpfc",-152.5,-32.5,1994,3104.2,1044.636,99912,33.493,924,982.444,98074,28.699,914
"wcpfc",-152.5,-32.5,2003,1574.721,344.887,19632,53.115,1551,261.211,17148,30.561,933
"wcpfc",-152.5,-32.5,2004,1415.365,379.261,23387,43.205,1526,305.909,20584,30.147,1277
"iattc",-147.5,-32.5,1964,2.01,0,122,0,1,0,115,0,6
"iattc",-147.5,-32.5,1967,291.942,0,15295,0,467,0,14769,0,59
"iattc",-147.5,-32.5,1968,5.428,0,103,0,9,0,80,0,14
"iattc",-147.5,-32.5,1970,9.49,0,100,0,16,0,69,0,15
"iattc",-147.5,-32.5,1971,185.673,200.95,13946,1.56,30,195.79,13790,3.6,126
"iattc",-147.5,-32.5,1972,23.67,35.49,2455,0.9,18,34.59,2437,0,0
"iattc",-147.5,-32.5,1973,12.642,5.74,405,0,0,5.74,405,0,0
"iattc",-147.5,-32.5,1974,286.094,166.04,10880,8.69,179,146.51,10321,10.84,380
"iattc",-147.5,-32.5,1977,20.37,0,220,0,27,0,189,0,4
"iattc",-147.5,-32.5,1978,9.799,0,189,0,2,0,187,0,0
"iattc",-147.5,-32.5,1979,110.155,0,3772,0,44,0,3647,0,81
"iattc",-147.5,-32.5,1980,91.17,0,2028,0,12,0,1996,0,20
"iattc",-147.5,-32.5,1981,157.444,0,3970,0,46,0,3903,0,21
"iattc",-147.5,-32.5,1982,39.144,0,1058,0,6,0,1048,0,4
"iattc",-147.5,-32.5,1983,56.501,0,844,0,10,0,831,0,3
"iattc",-147.5,-32.5,1984,131.656,0,2334,0,71,0,2169,0,94
"iattc",-147.5,-32.5,1985,219.47,0,6144,0,80,0,5984,0,80
"iattc",-147.5,-32.5,1986,58.415,0,2270,0,6,0,2264,0,0
"iattc",-147.5,-32.5,1987,106.958,52.6,3635,0.11,2,52.49,3633,0,0
"iattc",-147.5,-32.5,1988,45.675,15.58,1031,0.21,6,14.98,1011,0.39,14
"iattc",-147.5,-32.5,1989,68.72,16.07,947,0.22,10,15.37,915,0.48,22
"iattc",-147.5,-32.5,1990,359.035,162.02,9587,0,0,162.02,9587,0,0
"iattc",-147.5,-32.5,1991,8.968,0,67,0,15,0,52,0,0
"iattc",-147.5,-32.5,1992,1405.86,821.69,58474,0,0,821.69,58474,0,0
"wcpfc",-147.5,-32.5,1993,2634.5,1244.418,119201,5.509,190,1231.746,118745,7.163,266
"iattc",-147.5,-32.5,1994,988.667,392.62,32212,9.49,206,373.99,31710,9.14,296
"iattc",-147.5,-32.5,1996,40.962,10.15,804,0,0,9.27,776,0.88,28
"iattc",-147.5,-32.5,1997,422.947,216.9,13130,0.16,3,205.78,12834,10.96,293
"iattc",-147.5,-32.5,1998,455.676,173.38,10500,1.12,23,172.26,10477,0,0
"iattc",-147.5,-32.5,1999,555.923,113.31,7883,1.52,27,108.05,7772,3.74,84
"iattc",-147.5,-32.5,2000,86.86,25.96,1475,0,0,21.9,1318,4.06,157
"iattc",-147.5,-32.5,2001,679.167,238.13,12155,0.24,5,237.11,12124,0.78,26
"iattc",-147.5,-32.5,2002,496,111.1,0,14.4,0,89.5,0,7.2,0
"iattc",-147.5,-32.5,2003,7.16,1.08,57,0,0,0.83,45,0.25,12
"iattc",-147.5,-32.5,2004,580.11,140.44,7297,35.08,1297,82.92,5127,22.44,873
"iattc",-147.5,-32.5,2005,117.511,26.5,1316,1.9,75,22.82,1188,1.78,53
"iattc",-147.5,-32.5,2006,16.4,1.6,80,0.02,1,1.58,79,0,0
"iattc",-147.5,-32.5,2007,20.538,0,7,0,2,0,5,0,0
"iattc",-147.5,-32.5,2008,82.994,44.18,2399,0.4,12,42.94,2361,0.84,26
"iattc",-147.5,-32.5,2009,90.673,30.01,2271,1.49,31,28.49,2239,0.03,1
"iattc",-147.5,-32.5,2010,186.595,101.27,7321,1.54,39,98.09,7226,1.64,56
"iattc",-147.5,-32.5,2011,181.5,66.99,5155,5.4,235,61.24,4910,0.35,10
"iattc",-147.5,-32.5,2012,26.719,6.65,497,0.01,1,6.64,496,0,0
"iattc",-147.5,-32.5,2013,146.1,69.83,4395,0.73,16,67.43,4333,1.67,46
"iattc",-147.5,-32.5,2014,63.36,31.55,2343,0.46,8,31.07,2334,0.02,1
"iattc",-147.5,-32.5,2015,1042.274,333.88,22635,6.55,172,322.17,22238,5.16,225
"iattc",-147.5,-32.5,2016,206.8,62.49,4355,4.38,204,56.73,4093,1.38,58
"iattc",-147.5,-32.5,2017,268.2,79.64,4768,3.74,122,74.1,4576,1.8,70
"iattc",-147.5,-32.5,2018,256.532,75.77,4418,3.81,132,70.46,4230,1.5,56
"iattc",-147.5,-32.5,2019,461.541,97.84,5007,3.7,159,92.15,4774,1.99,74
"iattc",-147.5,-32.5,2020,34.384,9.16,708,0.23,10,8.6,679,0.33,19
"iattc",-147.5,-32.5,2021,45.5,9.71,482,0.36,14,7.63,404,1.72,64
"iattc",-147.5,-32.5,2022,98,31.72,1808,2.84,92,28.09,1688,0.79,28
"iattc",-147.5,-32.5,2023,63.9,44.78,2444,4.5,160,39.49,2252,0.79,32
"iattc",-147.5,-32.5,2024,10.8,4.65,289,0.23,10,4.34,276,0.08,3
"iattc",-142.5,-32.5,1963,18.986,0,907,0,51,0,833,0,23
"iattc",-142.5,-32.5,1964,26.31,0,1489,0,31,0,1410,0,48
"iattc",-142.5,-32.5,1967,427.314,0,27987,0,984,0,26914,0,89
"iattc",-142.5,-32.5,1968,32.645,0,1191,0,96,0,1005,0,90
"iattc",-142.5,-32.5,1970,43.488,62.96,4346,0.9,20,60.77,4280,1.29,46
"iattc",-142.5,-32.5,1971,40.7,40.32,2761,0.85,16,38.46,2709,1.01,36
"iattc",-142.5,-32.5,1972,14.202,12.73,888,0.18,4,12.55,884,0,0
"iattc",-142.5,-32.5,1973,6.321,1.53,108,0,0,1.53,108,0,0
"iattc",-142.5,-32.5,1977,50.34,0,1128,0,42,0,1072,0,14
"iattc",-142.5,-32.5,1978,137.699,0,5156,0,53,0,5088,0,15
"iattc",-142.5,-32.5,1979,96.426,0,2548,0,22,0,2336,0,190
"iattc",-142.5,-32.5,1980,54.6,0,1501,0,7,0,1477,0,17
"iattc",-142.5,-32.5,1981,94.48,0,2282,0,23,0,2247,0,12
"iattc",-142.5,-32.5,1982,91.006,0,1254,0,13,0,1213,0,28
"iattc",-142.5,-32.5,1983,135.844,0,2665,0,24,0,2636,0,5
"iattc",-142.5,-32.5,1984,305.357,0,7115,0,195,0,6823,0,97
"iattc",-142.5,-32.5,1985,168.96,0,4022,0,77,0,3885,0,60
"iattc",-142.5,-32.5,1986,3.24,0,20,0,2,0,17,0,1
"iattc",-142.5,-32.5,1987,15.29,5.18,350,0.1,4,5.08,346,0,0
"iattc",-142.5,-32.5,1988,211.033,81.79,5740,2.27,72,78.67,5638,0.85,30
"iattc",-142.5,-32.5,1989,100.036,22.67,1356,0.31,10,22.11,1336,0.25,10
"iattc",-142.5,-32.5,1992,1410.474,630.25,49139,0.76,14,628,49071,1.49,54
"wcpfc",-142.5,-32.5,1993,1619.6,662.482,57425,3.164,128,655.509,57051,3.809,246
"iattc",-142.5,-32.5,1994,181.903,56.58,3422,3.62,79,51.99,3317,0.97,26
"iattc",-142.5,-32.5,1997,337.792,105.54,6942,0.25,3,102.64,6869,2.65,70
"iattc",-142.5,-32.5,1998,30.48,4.61,461,0,0,4.61,461,0,0
"iattc",-142.5,-32.5,1999,121.468,23.89,2108,0.76,12,22.54,2087,0.59,9
"iattc",-142.5,-32.5,2000,33.884,6.6,335,0,0,6.6,335,0,0
"iattc",-142.5,-32.5,2001,113.542,33.97,1714,0,0,33.97,1714,0,0
"iattc",-142.5,-32.5,2002,275.32,622.87,14328,483.6,10069,4.81,277,134.46,3982
"iattc",-142.5,-32.5,2003,133,34.3,0,14.37,0,14.89,0,5.04,0
"iattc",-142.5,-32.5,2004,276.491,58.63,3012,11.14,349,42.85,2479,4.64,184
"iattc",-142.5,-32.5,2005,16.828,1.67,101,0.51,13,1.14,87,0.02,1
"iattc",-142.5,-32.5,2006,33.6,4.1,186,0.21,8,3.18,160,0.71,18
"iattc",-142.5,-32.5,2007,76.759,0,115,0,40,0,75,0,0
"iattc",-142.5,-32.5,2008,306.437,159.94,8493,6.55,177,151.28,8242,2.11,74
"iattc",-142.5,-32.5,2009,110.009,43.26,2938,3.17,81,40.05,2856,0.04,1
"iattc",-142.5,-32.5,2010,64.781,26.19,1575,0,0,25.95,1567,0.24,8
"iattc",-142.5,-32.5,2011,198,87.16,4918,4.02,115,83.14,4803,0,0
"iattc",-142.5,-32.5,2012,20.531,4.12,315,0,0,4.12,315,0,0
"iattc",-142.5,-32.5,2013,106,46.85,2628,5.11,94,40.61,2506,1.13,28
"iattc",-142.5,-32.5,2014,100.8,29.64,2846,0,0,29.5,2841,0.14,5
"iattc",-142.5,-32.5,2015,680.871,217.09,14868,3.52,102,211.45,14671,2.12,95
"iattc",-142.5,-32.5,2016,555.8,255.98,19355,8.08,349,245.58,18896,2.32,110
"iattc",-142.5,-32.5,2017,243.6,70.2,4108,15.18,671,44.48,2912,10.54,525
"iattc",-142.5,-32.5,2018,366.765,104.89,5485,6.15,246,90.44,4909,8.3,330
"iattc",-142.5,-32.5,2019,385.627,78.82,3774,1.03,40,76.2,3676,1.59,58
"iattc",-142.5,-32.5,2020,9.637,2.57,215,0.2,10,2.31,201,0.06,4
"iattc",-142.5,-32.5,2021,10.5,0.59,37,0.02,1,0.49,33,0.08,3
"iattc",-142.5,-32.5,2022,66.5,22.05,1163,1.99,56,19.76,1096,0.3,11
"iattc",-142.5,-32.5,2023,49.7,56.52,3129,3.81,159,51.32,2914,1.39,56
"iattc",-142.5,-32.5,2024,3.8,0.16,15,0,0,0.16,15,0,0
"iattc",-137.5,-32.5,1963,100.764,0,8076,0,78,0,7982,0,16
"iattc",-137.5,-32.5,1965,18.934,0,1131,0,22,0,1089,0,20
"iattc",-137.5,-32.5,1967,394.506,0,23386,0,1160,0,22149,0,77
"iattc",-137.5,-32.5,1968,15.075,0,367,0,59,0,290,0,18
"iattc",-137.5,-32.5,1970,9.155,16.29,1141,0,0,16.08,1133,0.21,8
"wcpfc",-137.5,-32.5,1971,2687.927,552.619,42591,26.979,600,415.656,38063,109.984,3928
"wcpfc",-137.5,-32.5,1972,1351.036,203.953,13798,10.425,232,132.284,11379,61.244,2187
"iattc",-137.5,-32.5,1973,21.238,6.79,448,0.59,11,6.2,437,0,0
"iattc",-137.5,-32.5,1978,85.722,0,3398,0,26,0,3364,0,8
"iattc",-137.5,-32.5,1979,74.055,0,2132,0,52,0,2010,0,70
"iattc",-137.5,-32.5,1980,80.86,0,2511,0,33,0,2447,0,31
"iattc",-137.5,-32.5,1981,89.112,0,2218,0,56,0,2118,0,44
"iattc",-137.5,-32.5,1982,76.682,0,782,0,54,0,707,0,21
"iattc",-137.5,-32.5,1983,147.117,0,3055,0,1,0,3046,0,8
"iattc",-137.5,-32.5,1984,72.401,0,1275,0,65,0,1165,0,45
"iattc",-137.5,-32.5,1985,59.887,0,985,0,27,0,924,0,34
"iattc",-137.5,-32.5,1987,64.66,25.17,1638,0.61,24,24.49,1611,0.07,3
"iattc",-137.5,-32.5,1988,182.224,74.59,4903,1.69,53,71.89,4812,1.01,38
