"rfmo","lon","lat","year","effort_t_hooks","catch_tot_mt","catch_tot_n","catch_bet_mt","catch_bet_n","catch_alb_mt","catch_alb_n","catch_yft_mt","catch_yft_n"
"iccat",-32.5,-57.5,2015,1800,0,32,0,30,0,1,0,1
"iccat",-22.5,-57.5,1994,35820,4.2,203,0,0,4.2,203,0,0
"iccat",-17.5,-57.5,1994,107460,15.1,726,0.5,18,14.2,694,0.4,14
"iccat",-12.5,-57.5,1994,179100,23.3,1129,0,0,22.6,1096,0.7,33
"iccat",-7.5,-57.5,1994,143280,17.6,845,0.6,22,16.5,799,0.5,24
"iccat",-2.5,-57.5,1994,107460,12.4,590,0,0,12,576,0.4,14
"iccat",2.5,-57.5,1994,143280,18.2,871,0.3,9,17.6,853,0.3,9
"iccat",7.5,-57.5,1994,143280,18.7,896,0.5,24,16.9,814,1.3,58
"iccat",12.5,-57.5,1994,179100,23.3,1157,0.1,4,22.7,1135,0.5,18
"iotc",47.5,-57.5,2020,3,0.925,0,0.07,NA,0.7,NA,0.155,NA
"iotc",67.5,-57.5,1997,16.52,13.089,0,6.01,NA,0.309,NA,6.77,NA
"iccat",-52.5,-52.5,2012,1200,0,3,0,0,0,3,0,0
"iccat",-37.5,-52.5,2015,1200,0,7,0,5,0,0,0,2
"iccat",-32.5,-52.5,2012,1187,0,25,0,20,0,2,0,3
"iccat",-32.5,-52.5,2015,2250,0,30,0,16,0,9,0,5
"iccat",-22.5,-52.5,1994,35820,4.6,223,0,0,4.6,223,0,0
"iccat",-17.5,-52.5,1993,75708,7,368,0,0,7,368,0,0
"iccat",-17.5,-52.5,1994,35820,4.4,213,0,0,4.4,213,0,0
"iccat",-12.5,-52.5,1993,75708,7.6,399,0,0,7.6,399,0,0
"iccat",-12.5,-52.5,1994,35820,4.1,193,0,0,3.9,189,0.2,4
"iccat",-7.5,-52.5,1993,75708,9.1,472,0.5,21,8.4,441,0.2,10
"iccat",-2.5,-52.5,1993,151416,19.2,1009,0,0,18.4,967,0.8,42
"iccat",2.5,-52.5,1993,151416,15.8,830,0,0,15.8,830,0,0
"iccat",7.5,-52.5,1993,227124,24.7,1291,0.2,10,23.3,1229,1.2,52
"iotc",42.5,-52.5,2022,3,1.07,0,NA,NA,0.8,NA,0.27,NA
"iotc",77.5,-52.5,2020,2.7,0.36,0,NA,NA,0.36,NA,NA,NA
"iotc",82.5,-52.5,2016,NA,5.8,0,NA,NA,NA,NA,5.8,NA
"iotc",142.5,-52.5,1977,68.198,0,15,NA,NA,NA,15,NA,NA
"iotc",147.5,-52.5,1968,203.912,0,4,NA,NA,NA,4,NA,NA
"iotc",147.5,-52.5,1977,22.1,0,19,NA,NA,NA,19,NA,NA
"iattc",-132.5,-47.5,1998,1.734,0.4,11,0.31,7,0.03,2,0.06,2
"iccat",-57.5,-47.5,1980,2065,0,2,0,0,0,2,0,0
"iccat",-57.5,-47.5,1981,27955,0,11,0,0,0,11,0,0
"iccat",-57.5,-47.5,1995,4275,0,66,0,0,0,66,0,0
"iccat",-57.5,-47.5,2013,0,0.004,0,0,0,0,0,0.004,0
"iccat",-52.5,-47.5,1970,15015,0,211,0,2,0,209,0,0
"iccat",-52.5,-47.5,1973,55654,0,142,0,0,0,142,0,0
"iccat",-52.5,-47.5,1980,57520,0,138,0,3,0,135,0,0
"iccat",-52.5,-47.5,1981,17844,0,34,0,0,0,34,0,0
"iccat",-52.5,-47.5,1982,3312,0,2,0,2,0,0,0,0
"iccat",-52.5,-47.5,1986,16134,0,12,0,0,0,12,0,0
"iccat",-52.5,-47.5,2002,7208,1.405,0,0,0,1.405,0,0,0
"iccat",-52.5,-47.5,2011,29650,1.41537,0,0.339,0,1.07637,0,0,0
"iccat",-52.5,-47.5,2012,7873,0.1243,0,0,0,0,0,0.1243,0
"iccat",-52.5,-47.5,2015,0,0.056,0,0,0,0.04,0,0.016,0
"iccat",-52.5,-47.5,2017,0,0.09007,0,0,0,0.09007,0,0,0
"iccat",-47.5,-47.5,1980,5150,0,3,0,0,0,3,0,0
"iccat",-47.5,-47.5,1981,10680,0,2,0,0,0,2,0,0
"iccat",-47.5,-47.5,1982,39879,0,193,0,6,0,187,0,0
"iccat",-47.5,-47.5,1986,11913,0,296,0,3,0,293,0,0
"iccat",-47.5,-47.5,1992,3040,0.923,0,0,0,0.923,0,0,0
"iccat",-47.5,-47.5,1998,8321,3.773,0,0.418,0,3.163,0,0.192,0
"iccat",-47.5,-47.5,2012,1250,0,2,0,0,0,2,0,0
"iccat",-42.5,-47.5,1979,8498,0,5,0,0,0,5,0,0
"iccat",-42.5,-47.5,1980,38480,0,20,0,0,0,20,0,0
"iccat",-42.5,-47.5,1981,88750,0,186,0,0,0,186,0,0
"iccat",-42.5,-47.5,1982,128216,0,165,0,0,0,165,0,0
"iccat",-42.5,-47.5,1983,30420,0,47,0,0,0,47,0,0
"iccat",-42.5,-47.5,1984,5750,0,35,0,0,0,35,0,0
"iccat",-42.5,-47.5,1992,38040,10.05,0,0,0,10.05,0,0,0
"iccat",-42.5,-47.5,1993,75708,9.2,483,0.2,10,9,473,0,0
"iccat",-42.5,-47.5,2001,12971,2.402,0,0,0,2.402,0,0,0
"iccat",-42.5,-47.5,2015,6500,0,78,0,0,0,26,0,52
"iccat",-37.5,-47.5,1973,2259,0,3,0,0,0,3,0,0
"iccat",-37.5,-47.5,1982,30360,0,10,0,0,0,10,0,0
"iccat",-37.5,-47.5,1992,16020,3.307,0,0.255,0,3.052,0,0,0
"iccat",-37.5,-47.5,1993,75708,9.6,504,0,0,9.6,504,0,0
"iccat",-37.5,-47.5,2013,1600,0.006,0,0,0,0.006,0,0,0
"iccat",-37.5,-47.5,2022,0,0.0598,0,0.0598,0,0,0,0,0
"iccat",-32.5,-47.5,1992,25200,8.823,0,0.255,0,8.406,0,0.162,0
"iccat",-32.5,-47.5,1993,75708,10.4,546,0,0,10.4,546,0,0
"iccat",-32.5,-47.5,2015,2700,0,81,0,40,0,33,0,8
"iccat",-27.5,-47.5,1993,75708,12.9,661,1.2,52,9.8,515,1.9,94
"iccat",-27.5,-47.5,2009,18750,1.059,0,0.179,0,0.846,0,0.034,0
"iccat",-22.5,-47.5,1994,35820,5.2,247,0,0,4.8,233,0.4,14
"iccat",-17.5,-47.5,1993,75708,8,420,0,0,8,420,0,0
"iccat",-17.5,-47.5,1994,35820,4.9,237,0.1,4,4.8,233,0,0
"iccat",-12.5,-47.5,1993,75708,8.4,441,0,0,8.4,441,0,0
"iccat",-7.5,-47.5,1993,151416,21.2,1103,0.5,21,18.6,977,2.1,105
"iccat",-7.5,-47.5,2023,44410,0.061,0,0,0,0.061,0,0,0
"iccat",-7.5,-47.5,2024,10610,0,45,0,0,0,45,0,0
"iccat",-2.5,-47.5,1983,24438,1.3,107,0,0,1.3,107,0,0
"iccat",-2.5,-47.5,1993,302832,36.8,1921,1.2,52,35.4,1859,0.2,10
"iccat",-2.5,-47.5,2016,3750,0,66,0,13,0,14,0,39
"iccat",-2.5,-47.5,2023,14872,0.02,0,0,0,0.02,0,0,0
"iccat",-2.5,-47.5,2024,121836,0.243,3,0,0,0.243,1,0,2
"iccat",2.5,-47.5,1989,63990,0,1,0,0,0,1,0,0
"iccat",2.5,-47.5,2024,20680,0,73,0,0,0,73,0,0
"iccat",7.5,-47.5,1991,1405972,115,3450,91.8,2502,0,0,23.2,948
"iccat",7.5,-47.5,1993,154379,17.9,958,0,0,17.9,958,0,0
"iccat",12.5,-47.5,1972,25671,0,27,0,0,0,27,0,0
"iccat",12.5,-47.5,1974,2766,0,1,0,0,0,1,0,0
"iccat",12.5,-47.5,1980,9821,0,2,0,0,0,2,0,0
"iccat",12.5,-47.5,1999,14631,0,3,0,0,0,3,0,0
"iccat",17.5,-47.5,1970,61573,0,94,0,0,0,94,0,0
"iccat",17.5,-47.5,1972,58459,0,6,0,0,0,6,0,0
"iccat",17.5,-47.5,1974,36317,0,40,0,0,0,40,0,0
"iccat",17.5,-47.5,1975,16388,0,1,0,0,0,1,0,0
"iccat",17.5,-47.5,1976,2425,0,10,0,0,0,10,0,0
"iccat",17.5,-47.5,1979,41138,0,8,0,0,0,8,0,0
"iccat",17.5,-47.5,1990,121312,0,74,0,44,0,22,0,8
"iccat",17.5,-47.5,1991,702986,57.5,1725,45.9,1251,0,0,11.6,474
"iccat",17.5,-47.5,2005,238291,0,46,0,0,0,46,0,0
"iccat",17.5,-47.5,2008,235761,0,11,0,0,0,11,0,0
"iccat",17.5,-47.5,2012,9600,0,3,0,0,0,3,0,0
"iotc",22.5,-47.5,1970,15.504,0,24,NA,NA,NA,24,NA,NA
"iotc",22.5,-47.5,1973,7.594,0,2,NA,NA,NA,2,NA,NA
"iotc",22.5,-47.5,1974,150.389,0,13,NA,NA,NA,13,NA,NA
"iotc",22.5,-47.5,1976,4.726,0,2,NA,NA,NA,2,NA,NA
"iotc",22.5,-47.5,1979,42.179,0,3,NA,NA,NA,3,NA,NA
"iotc",22.5,-47.5,1980,118.278,0,22,NA,NA,NA,22,NA,NA
"iotc",22.5,-47.5,1990,2.925,0,10,NA,NA,NA,10,NA,NA
"iotc",22.5,-47.5,2003,NA,0.516,0,0.516,NA,NA,NA,NA,NA
"iotc",22.5,-47.5,2008,3.1,0.034,0,NA,NA,0.034,NA,NA,NA
"iotc",27.5,-47.5,1971,2.318,0,4,NA,NA,NA,4,NA,NA
"iotc",27.5,-47.5,1974,165.961,0,18,NA,NA,NA,18,NA,NA
"iotc",27.5,-47.5,1980,152.059,0,6,NA,NA,NA,6,NA,NA
"iotc",27.5,-47.5,1984,403.439,0,80,NA,NA,NA,80,NA,NA
"iotc",27.5,-47.5,1999,2.901,0.787,0,0.496,NA,NA,NA,0.291,NA
"iotc",27.5,-47.5,2001,71.622,0,19,NA,NA,NA,19,NA,NA
"iotc",27.5,-47.5,2003,NA,0.516,0,0.516,NA,NA,NA,NA,NA
"iotc",27.5,-47.5,2008,50.522,0,3,NA,NA,NA,3,NA,NA
"iotc",32.5,-47.5,1970,34.92,0,1320,NA,144,NA,1166,NA,10
"iotc",32.5,-47.5,1974,5.242,0,33,NA,NA,NA,33,NA,NA
"iotc",32.5,-47.5,1982,2.623,0,6,NA,NA,NA,6,NA,NA
"iotc",32.5,-47.5,1984,46.537,0,1,NA,NA,NA,1,NA,NA
"iotc",32.5,-47.5,1999,3.21,0.011,0,NA,NA,0.011,NA,NA,NA
"iotc",32.5,-47.5,2003,NA,0.516,0,0.516,NA,NA,NA,NA,NA
"iotc",32.5,-47.5,2011,12.232,0,1,NA,1,NA,NA,NA,NA
"iotc",37.5,-47.5,1974,2.621,0,8,NA,NA,NA,8,NA,NA
"iotc",37.5,-47.5,1976,2.712,0,15,NA,NA,NA,15,NA,NA
"iotc",37.5,-47.5,1982,2.933,0,3,NA,NA,NA,3,NA,NA
"iotc",37.5,-47.5,1986,3.161,0,9,NA,NA,NA,9,NA,NA
"iotc",37.5,-47.5,2003,NA,0.516,0,0.516,NA,NA,NA,NA,NA
"iotc",42.5,-47.5,1974,2.661,0,6,NA,NA,NA,6,NA,NA
"iotc",42.5,-47.5,1983,6.051,0,17,NA,NA,NA,17,NA,NA
"iotc",42.5,-47.5,1986,2.798,0,11,NA,NA,NA,11,NA,NA
"iotc",42.5,-47.5,2003,NA,0.516,0,0.516,NA,NA,NA,NA,NA
"iotc",42.5,-47.5,2024,1.8,1.104,36,0.492,11,NA,NA,0.612,25
"iotc",47.5,-47.5,2000,NA,0.788,38,0.272,8,0.388,25,0.128,5
"iotc",47.5,-47.5,2003,3.5,1.73898,25,1.36947,17,NA,NA,0.36951,8
"iotc",52.5,-47.5,2000,NA,0.428,20,0.148,5,0.21,13,0.07,2
"iotc",52.5,-47.5,2003,NA,0.516,0,0.516,NA,NA,NA,NA,NA
"iotc",57.5,-47.5,1969,14.703,0,9,NA,NA,NA,9,NA,NA
"iotc",57.5,-47.5,1998,3.528,0,25,NA,NA,NA,25,NA,NA
"iotc",57.5,-47.5,2003,3.8,2.51288,35,2.51288,35,NA,NA,NA,NA
"iotc",57.5,-47.5,2004,9.866,0,10,NA,NA,NA,10,NA,NA
"iotc",57.5,-47.5,2005,18.216,0,6,NA,NA,NA,6,NA,NA
"iotc",62.5,-47.5,1969,9.976,0,16,NA,NA,NA,16,NA,NA
"iotc",62.5,-47.5,2003,NA,0.516,0,0.516,NA,NA,NA,NA,NA
"iotc",62.5,-47.5,2004,264.956,0,60,NA,NA,NA,60,NA,NA
"iotc",62.5,-47.5,2005,322.567,0,165,NA,3,NA,162,NA,NA
"iotc",67.5,-47.5,1970,8.624,0,7,NA,NA,NA,7,NA,NA
"iotc",67.5,-47.5,1971,64.356,0,24,NA,NA,NA,24,NA,NA
"iotc",67.5,-47.5,2003,NA,0.516,0,0.516,NA,NA,NA,NA,NA
"iotc",72.5,-47.5,1968,6.804,0,4,NA,NA,NA,4,NA,NA
"iotc",72.5,-47.5,1969,5.382,0,12,NA,NA,NA,12,NA,NA
"iotc",72.5,-47.5,1971,25.254,0,13,NA,NA,NA,13,NA,NA
"iotc",72.5,-47.5,2003,NA,0.516,0,0.516,NA,NA,NA,NA,NA
"iotc",72.5,-47.5,2021,2.7,0.95,0,NA,NA,0.95,NA,NA,NA
"iotc",77.5,-47.5,1968,2.142,0,3,NA,NA,NA,3,NA,NA
"iotc",77.5,-47.5,1970,2.091,0,3,NA,NA,NA,3,NA,NA
"iotc",77.5,-47.5,1971,10.199,0,1,NA,NA,NA,1,NA,NA
"iotc",77.5,-47.5,1977,29.952,0,5,NA,NA,NA,5,NA,NA
"iotc",77.5,-47.5,1987,5.76,0,3,NA,NA,NA,3,NA,NA
"iotc",77.5,-47.5,2003,NA,0.516,0,0.516,NA,NA,NA,NA,NA
"iotc",82.5,-47.5,1968,34.713,0,1,NA,NA,NA,1,NA,NA
"iotc",82.5,-47.5,1971,156.351,0,13,NA,NA,NA,13,NA,NA
"iotc",82.5,-47.5,1977,97.297,0,29,NA,NA,NA,29,NA,NA
"iotc",82.5,-47.5,2003,NA,0.516,0,0.516,NA,NA,NA,NA,NA
"iotc",87.5,-47.5,1967,68.651,0,17,NA,NA,NA,17,NA,NA
"iotc",87.5,-47.5,1977,19.344,0,4,NA,NA,NA,4,NA,NA
"iotc",87.5,-47.5,2003,NA,0.31,0,0.31,NA,NA,NA,NA,NA
"iotc",92.5,-47.5,1967,41.239,0,48,NA,NA,NA,48,NA,NA
"iotc",97.5,-47.5,1967,576.121,0,14,NA,NA,NA,14,NA,NA
"iotc",97.5,-47.5,1969,6.264,0,62,NA,2,NA,60,NA,NA
"iotc",102.5,-47.5,1967,151.38,0,8,NA,NA,NA,8,NA,NA
"iotc",102.5,-47.5,1969,4.234,0,33,NA,7,NA,26,NA,NA
"iotc",102.5,-47.5,1970,10.338,0,1,NA,NA,NA,1,NA,NA
"iotc",102.5,-47.5,1971,5.551,0,12,NA,NA,NA,12,NA,NA
"iotc",102.5,-47.5,1974,79.838,0,13,NA,NA,NA,13,NA,NA
"iotc",102.5,-47.5,1975,6.868,0,1,NA,NA,NA,1,NA,NA
"iotc",102.5,-47.5,1977,53.361,0,1,NA,NA,NA,1,NA,NA
"iotc",102.5,-47.5,1978,45.32,0,2,NA,NA,NA,2,NA,NA
"iotc",102.5,-47.5,1981,168.626,0,5,NA,NA,NA,5,NA,NA
"iotc",102.5,-47.5,1987,11.2,0,4,NA,NA,NA,4,NA,NA
"iotc",102.5,-47.5,1988,110.494,0,1,NA,NA,NA,1,NA,NA
"iotc",107.5,-47.5,1985,119.422,0,2,NA,2,NA,NA,NA,NA
"iotc",117.5,-47.5,1984,485.396,0,21,NA,NA,NA,21,NA,NA
"iotc",117.5,-47.5,1985,153.124,0,13,NA,7,NA,6,NA,NA
"iotc",122.5,-47.5,1971,124.459,0,2,NA,NA,NA,2,NA,NA
"iotc",122.5,-47.5,1978,830.259,0,376,NA,NA,NA,376,NA,NA
"iotc",122.5,-47.5,1980,681.496,0,3,NA,NA,NA,3,NA,NA
"iotc",122.5,-47.5,1981,2.4,0,2,NA,NA,NA,2,NA,NA
"iotc",122.5,-47.5,1984,1747.081,0,28,NA,NA,NA,28,NA,NA
"iotc",122.5,-47.5,1985,1890.789,0,95,NA,41,NA,54,NA,NA
"iotc",127.5,-47.5,1967,115.324,0,38,NA,NA,NA,38,NA,NA
"iotc",127.5,-47.5,1969,43.297,0,3,NA,NA,NA,3,NA,NA
"iotc",127.5,-47.5,1971,1367.543,0,8,NA,2,NA,6,NA,NA
"iotc",127.5,-47.5,1974,1109.67,0,23,NA,NA,NA,23,NA,NA
"iotc",127.5,-47.5,1975,609.332,0,9,NA,NA,NA,9,NA,NA
"iotc",127.5,-47.5,1977,424.364,0,25,NA,NA,NA,25,NA,NA
"iotc",127.5,-47.5,1984,550.115,0,14,NA,NA,NA,14,NA,NA
"iotc",127.5,-47.5,1985,234.235,0,25,NA,NA,NA,25,NA,NA
"iotc",127.5,-47.5,1986,51.254,0,2,NA,NA,NA,2,NA,NA
"iotc",132.5,-47.5,1968,2092.379,0,11,NA,NA,NA,11,NA,NA
"iotc",132.5,-47.5,1969,177.451,0,18,NA,NA,NA,18,NA,NA
"iotc",132.5,-47.5,1971,2081.603,0,44,NA,NA,NA,44,NA,NA
"iotc",132.5,-47.5,1972,1476.262,0,134,NA,NA,NA,134,NA,NA
"iotc",132.5,-47.5,1974,2698.656,0,9,NA,NA,NA,9,NA,NA
"iotc",132.5,-47.5,1975,240.348,0,13,NA,NA,NA,13,NA,NA
"iotc",132.5,-47.5,1976,677.21,0,52,NA,NA,NA,52,NA,NA
"iotc",132.5,-47.5,1977,604.14,0,127,NA,NA,NA,127,NA,NA
"iotc",132.5,-47.5,1982,64.478,0,2,NA,NA,NA,2,NA,NA
"iotc",132.5,-47.5,1984,45.375,0,17,NA,NA,NA,17,NA,NA
"iotc",132.5,-47.5,1985,417.07,0,3,NA,NA,NA,3,NA,NA
"iotc",132.5,-47.5,1986,38.89,0,1,NA,NA,NA,1,NA,NA
"iotc",132.5,-47.5,1988,138.81,0,2,NA,NA,NA,2,NA,NA
"iotc",132.5,-47.5,1989,257.718,0,29,NA,NA,NA,29,NA,NA
"iotc",132.5,-47.5,1990,190.891,0,15,NA,NA,NA,15,NA,NA
"iotc",132.5,-47.5,1993,69.646,0,5,NA,NA,NA,5,NA,NA
"iotc",132.5,-47.5,1996,112.671,0,70,NA,NA,NA,70,NA,NA
"iotc",132.5,-47.5,1997,130.618,0,56,NA,NA,NA,56,NA,NA
"iotc",132.5,-47.5,1999,19.126,0,6,NA,NA,NA,6,NA,NA
"iotc",137.5,-47.5,1968,1901.613,0,115,NA,NA,NA,115,NA,NA
"iotc",137.5,-47.5,1969,104.623,0,2,NA,NA,NA,2,NA,NA
"iotc",137.5,-47.5,1970,830.993,0,32,NA,NA,NA,32,NA,NA
"iotc",137.5,-47.5,1971,2432.488,0,43,NA,NA,NA,43,NA,NA
"iotc",137.5,-47.5,1972,5545.085,0,1769,NA,1,NA,1768,NA,NA
"iotc",137.5,-47.5,1973,3738.93,0,808,NA,NA,NA,808,NA,NA
"iotc",137.5,-47.5,1974,1351.861,0,13,NA,NA,NA,13,NA,NA
"iotc",137.5,-47.5,1975,2161.564,0,29,NA,NA,NA,29,NA,NA
"iotc",137.5,-47.5,1976,3050.366,0,133,NA,NA,NA,133,NA,NA
"iotc",137.5,-47.5,1977,345.852,0,79,NA,NA,NA,79,NA,NA
"iotc",137.5,-47.5,1978,74.577,0,5,NA,NA,NA,5,NA,NA
"iotc",137.5,-47.5,1979,1352.874,0,65,NA,NA,NA,65,NA,NA
"iotc",137.5,-47.5,1980,3406.946,0,82,NA,2,NA,80,NA,NA
"iotc",137.5,-47.5,1981,511.136,0,12,NA,NA,NA,12,NA,NA
"iotc",137.5,-47.5,1982,13.186,0,1,NA,NA,NA,1,NA,NA
"iotc",137.5,-47.5,1983,103.076,0,4,NA,NA,NA,4,NA,NA
"iotc",137.5,-47.5,1984,541.007,0,22,NA,NA,NA,22,NA,NA
"iotc",137.5,-47.5,1985,795.298,0,88,NA,NA,NA,88,NA,NA
"iotc",137.5,-47.5,1986,1984.689,0,204,NA,NA,NA,204,NA,NA
"iotc",137.5,-47.5,1987,1343.953,0,3,NA,NA,NA,3,NA,NA
"iotc",137.5,-47.5,1988,840.841,0,13,NA,NA,NA,13,NA,NA
"iotc",137.5,-47.5,1989,1742.434,0,98,NA,NA,NA,98,NA,NA
"iotc",137.5,-47.5,1990,853.046,0,74,NA,NA,NA,74,NA,NA
"iotc",137.5,-47.5,1993,104.796,0,5,NA,NA,NA,5,NA,NA
"iotc",137.5,-47.5,1997,1413.154,0,77,NA,NA,NA,77,NA,NA
"iotc",137.5,-47.5,1998,392.089,0,1,NA,NA,NA,1,NA,NA
"iotc",137.5,-47.5,1999,330.594,0,16,NA,NA,NA,16,NA,NA
"iotc",137.5,-47.5,2000,130.373,0,8,NA,5,NA,3,NA,NA
"iotc",137.5,-47.5,2001,36.194,0,17,NA,17,NA,NA,NA,NA
"iotc",142.5,-47.5,1966,1976.049,0,18,NA,NA,NA,18,NA,NA
"iotc",142.5,-47.5,1967,965.875,0,18,NA,NA,NA,18,NA,NA
"iotc",142.5,-47.5,1968,4778.758,0,148,NA,17,NA,124,NA,7
"iotc",142.5,-47.5,1969,1791.666,0,47,NA,NA,NA,41,NA,6
"iotc",142.5,-47.5,1970,2220.006,0,208,NA,NA,NA,208,NA,NA
"iotc",142.5,-47.5,1971,4238.996,0,21,NA,NA,NA,21,NA,NA
"iotc",142.5,-47.5,1972,7269.256,0,430,NA,NA,NA,430,NA,NA
"iotc",142.5,-47.5,1973,7344.716,0,39,NA,NA,NA,39,NA,NA
"iotc",142.5,-47.5,1974,3724.662,0,67,NA,NA,NA,67,NA,NA
"iotc",142.5,-47.5,1975,4562.142,0,89,NA,NA,NA,89,NA,NA
"iotc",142.5,-47.5,1976,8432.554,0,66,NA,NA,NA,65,NA,1
"iotc",142.5,-47.5,1977,3363.656,0,77,NA,NA,NA,77,NA,NA
"iotc",142.5,-47.5,1978,743.284,0,3,NA,NA,NA,3,NA,NA
"iotc",142.5,-47.5,1979,3051.16,0,114,NA,NA,NA,114,NA,NA
"iotc",142.5,-47.5,1980,6011.03,0,141,NA,4,NA,137,NA,NA
"iotc",142.5,-47.5,1981,2404.234,0,105,NA,NA,NA,105,NA,NA
"iotc",142.5,-47.5,1984,185.578,0,4,NA,NA,NA,4,NA,NA
"iotc",142.5,-47.5,1986,169.756,0,35,NA,NA,NA,35,NA,NA
"iotc",142.5,-47.5,1987,2377.045,0,23,NA,NA,NA,23,NA,NA
"iotc",142.5,-47.5,1988,1179.442,0,17,NA,NA,NA,17,NA,NA
"iotc",142.5,-47.5,1989,243.268,0,10,NA,NA,NA,10,NA,NA
"iotc",142.5,-47.5,1990,496.658,0,141,NA,NA,NA,141,NA,NA
"iotc",142.5,-47.5,1991,67.441,0,2,NA,NA,NA,2,NA,NA
"iotc",142.5,-47.5,1997,112.767,0,4,NA,NA,NA,4,NA,NA
"iotc",147.5,-47.5,1962,11.765,0,19,NA,NA,NA,19,NA,NA
"iotc",147.5,-47.5,1963,254.027,0,662,NA,NA,NA,662,NA,NA
"iotc",147.5,-47.5,1964,37.776,0,142,NA,NA,NA,142,NA,NA
"iotc",147.5,-47.5,1965,513.136,0,271,NA,NA,NA,271,NA,NA
"wcpfc",147.5,-47.5,1966,1654.23,6.326,486,0,0,6.267,484,0.059,2
"iotc",147.5,-47.5,1967,1034.121,0,118,NA,NA,NA,118,NA,NA
"wcpfc",147.5,-47.5,1968,3121.27,10.625,722,1.616,38,9.009,684,0,0
"wcpfc",147.5,-47.5,1969,2305.574,1.715,116,0,0,1.622,113,0.093,3
"wcpfc",147.5,-47.5,1970,5981.473,10.716,785,0.753,16,9.842,765,0.121,4
"wcpfc",147.5,-47.5,1971,5453.594,4.372,301,0,0,4.372,301,0,0
"wcpfc",147.5,-47.5,1972,3572.891,10.302,703,0,0,10.302,703,0,0
"wcpfc",147.5,-47.5,1973,3148.587,1.027,77,0,0,1.027,77,0,0
"wcpfc",147.5,-47.5,1974,3051.477,3.052,245,0,0,3.052,245,0,0
"wcpfc",147.5,-47.5,1975,1843.472,0.141,9,0,0,0.141,9,0,0
"wcpfc",147.5,-47.5,1976,2748.634,1.85,119,0,0,1.85,119,0,0
"wcpfc",147.5,-47.5,1977,2721.301,0.085,6,0,0,0.085,6,0,0
"wcpfc",147.5,-47.5,1978,3177.557,0.635,45,0,0,0.635,45,0,0
"iotc",147.5,-47.5,1979,509.65,0,7,NA,NA,NA,7,NA,NA
"wcpfc",147.5,-47.5,1980,3959.816,0.56,47,0,0,0.56,47,0,0
"wcpfc",147.5,-47.5,1981,3641.8,0.455,36,0,0,0.455,36,0,0
"iotc",147.5,-47.5,1982,21.328,0,1,NA,NA,NA,1,NA,NA
"wcpfc",147.5,-47.5,1983,2758.3,0.131,8,0,0,0.131,8,0,0
"wcpfc",147.5,-47.5,1985,1406.9,0.014,1,0,0,0.014,1,0,0
"iotc",147.5,-47.5,1986,109.685,0,22,NA,NA,NA,22,NA,NA
"iotc",147.5,-47.5,1987,123.539,0,34,NA,NA,NA,34,NA,NA
"iotc",147.5,-47.5,1988,631.656,0,4,NA,NA,NA,4,NA,NA
"iotc",147.5,-47.5,1989,30.336,0,4,NA,NA,NA,4,NA,NA
"iotc",147.5,-47.5,1990,138.503,0,27,NA,NA,NA,27,NA,NA
"iotc",147.5,-47.5,1991,63.304,0,29,NA,NA,NA,29,NA,NA
"iotc",147.5,-47.5,1992,19.066,0,1,NA,NA,NA,1,NA,NA
"iotc",147.5,-47.5,1994,43.572,0,1,NA,NA,NA,1,NA,NA
"wcpfc",167.5,-47.5,1985,2963.6,0.794,55,0,0,0.794,55,0,0
"wcpfc",167.5,-47.5,1986,3495.9,0.984,68,0,0,0.984,68,0,0
"wcpfc",167.5,-47.5,1987,3717.1,0.086,6,0,0,0.086,6,0,0
"wcpfc",167.5,-47.5,1988,2223,0.014,1,0,0,0.014,1,0,0
"wcpfc",167.5,-47.5,1990,2075.6,3.098,224,0,0,3.098,224,0,0
"wcpfc",167.5,-47.5,1991,3382.9,1.108,79,0,0,1.108,79,0,0
"wcpfc",167.5,-47.5,1992,2501.5,1.192,87,0,0,1.192,87,0,0
"wcpfc",167.5,-47.5,1993,1611,0.089,6,0,0,0.089,6,0,0
"wcpfc",172.5,-47.5,1969,1890.082,4.91,342,0,0,4.91,342,0,0
"wcpfc",172.5,-47.5,1970,4492.718,18.499,1688,0,0,18.499,1688,0,0
"wcpfc",172.5,-47.5,1971,6036.922,54.126,3727,0,0,54.126,3727,0,0
"wcpfc",172.5,-47.5,1972,5663.307,10.873,742,0,0,10.873,742,0,0
"wcpfc",172.5,-47.5,1973,4861.737,12.944,969,0,0,12.944,969,0,0
"wcpfc",172.5,-47.5,1974,5359.426,12.18,900,0.177,4,12.003,896,0,0
"wcpfc",172.5,-47.5,1975,7029.052,8.271,526,0.128,3,8.143,523,0,0
"wcpfc",172.5,-47.5,1976,10148.189,3.875,245,0.115,3,3.76,242,0,0
"wcpfc",172.5,-47.5,1977,10911.415,2.497,176,0,0,2.497,176,0,0
"wcpfc",172.5,-47.5,1978,1799.447,0.519,35,0.039,1,0.48,34,0,0
"wcpfc",172.5,-47.5,1979,10236.846,4.564,346,0.555,15,4.009,331,0,0
"wcpfc",172.5,-47.5,1980,12356.371,0.964,81,0,0,0.964,81,0,0
"wcpfc",172.5,-47.5,1981,10203.9,10.929,865,0,0,10.929,865,0,0
"wcpfc",172.5,-47.5,1982,7244.1,0.931,63,0,0,0.931,63,0,0
"wcpfc",172.5,-47.5,1983,3586.3,0.082,5,0,0,0.082,5,0,0
