"rfmo","flag","lon","lat","year","effort_t_hooks","catch_tot_mt","catch_tot_n","catch_bet_mt","catch_bet_n","catch_alb_mt","catch_alb_n","catch_yft_mt","catch_yft_n"
"iotc","TWN",102.5,-22.5,1992,1029.78,85.8606,3366,20.19328,487,54.036,2680,11.63132,199
"iotc","JPN",102.5,-22.5,1993,8.855,0,13,NA,13,NA,NA,NA,NA
"iotc","TWN",102.5,-22.5,1993,124.482,31.45096,1218,3.65052,52,24.832,1095,2.96844,71
"iotc","JPN",102.5,-22.5,1994,16.574,0,144,NA,85,NA,NA,NA,59
"iotc","JPN",102.5,-22.5,1995,154.157,0,1600,NA,734,NA,707,NA,159
"iotc","KOR",102.5,-22.5,1995,7.49,0.18,0,0.015,NA,0.03,NA,0.135,NA
"iotc","TWN",102.5,-22.5,1995,829.999,209.35616,7529,115.69608,2372,71.837,4546,21.82308,611
"iotc","JPN",102.5,-22.5,1996,56.578,0,448,NA,107,NA,247,NA,94
"iotc","TWN",102.5,-22.5,1996,71.632,13.58,431,11.8,356,0.508,25,1.272,50
"iotc","TWN",102.5,-22.5,1997,141.52,7.64,215,5.012,138,1.011,48,1.617,29
"iotc","TWN",102.5,-22.5,1998,405.767,48.74,1881,21.116,673,16.087,952,11.537,256
"iotc","JPN",102.5,-22.5,1999,3.297,0,71,NA,NA,NA,71,NA,NA
"iotc","TWN",102.5,-22.5,1999,401.308,116.038,5497,1.793,69,112.213,5366,2.032,62
"iotc","JPN",102.5,-22.5,2000,19.325,0,81,NA,41,NA,1,NA,39
"iotc","TWN",102.5,-22.5,2000,443.57,82.011,2262,53.445,1240,NA,NA,28.566,1022
"iotc","TWN",102.5,-22.5,2001,7.54,1.533,73,0.486,21,1.047,52,NA,NA
"iotc","AUS",102.5,-22.5,2002,44.68,5.6088,0,0.7931,NA,1.5597,NA,3.256,NA
"iotc","JPN",102.5,-22.5,2002,78.998,0,790,NA,127,NA,621,NA,42
"iotc","TWN",102.5,-22.5,2002,186.562,16.048,566,5.914,166,5.909,274,4.225,126
"iotc","AUS",102.5,-22.5,2003,116.025,11.1265,0,3.3495,NA,2.871,NA,4.906,NA
"iotc","JPN",102.5,-22.5,2003,30.901,0,219,NA,23,NA,187,NA,9
"iotc","TWN",102.5,-22.5,2003,401.387,95.696,3481,42.042,1059,44.007,2119,9.647,303
"iotc","AUS",102.5,-22.5,2004,49.46,6.7823,0,2.206,NA,2.4753,NA,2.101,NA
"iotc","TWN",102.5,-22.5,2004,25.748,2.629,102,1.535,48,1.057,53,0.037,1
"iotc","AUS",102.5,-22.5,2005,5.85,0.059,0,NA,NA,0.015,NA,0.044,NA
"iotc","JPN",102.5,-22.5,2005,6.756,0,27,NA,25,NA,2,NA,NA
"iotc","SEN",102.5,-22.5,2005,NA,0.464,0,NA,NA,NA,NA,0.464,NA
"iotc","AUS",102.5,-22.5,2006,35.02,2.627,0,0.3465,NA,1.4445,NA,0.836,NA
"iotc","AUS",102.5,-22.5,2007,22.388,0.599,0,NA,NA,0.42,NA,0.179,NA
"iotc","TWN",102.5,-22.5,2007,4.5,0.18,4,0.09,2,NA,NA,0.09,2
"iotc","JPN",102.5,-22.5,2008,46.61,0,415,NA,75,NA,333,NA,7
"iotc","TWN",102.5,-22.5,2008,18.8,1.946,126,0.32,6,1.45,113,0.176,7
"iotc","AUS",102.5,-22.5,2009,1,0.066,0,NA,NA,NA,NA,0.066,NA
"iotc","JPN",102.5,-22.5,2009,17.017,0,139,NA,35,NA,102,NA,2
"iotc","KOR",102.5,-22.5,2009,3.52,0,14,NA,4,NA,10,NA,NA
"iotc","TWN",102.5,-22.5,2009,12.733,1.11,90,NA,NA,1.11,90,NA,NA
"iotc","GBR",102.5,-22.5,2010,4.4,16.3229,0,NA,NA,0.6187,NA,15.7042,NA
"iotc","JPN",102.5,-22.5,2010,20.7,0,147,NA,56,NA,86,NA,5
"iotc","SYC",102.5,-22.5,2010,6.4,7.81572,358,2.44378,113,4.9621,237,0.40984,8
"iotc","GBR",102.5,-22.5,2011,6.6,14.8872,0,NA,NA,1.0946,NA,13.7926,NA
"iotc","PRT",102.5,-22.5,2011,23.1,0.7,0,NA,NA,0.1,NA,0.6,NA
"iotc","TWN",102.5,-22.5,2011,124.896,3.034,134,NA,NA,3.034,134,NA,NA
"iotc","JPN",102.5,-22.5,2012,10.3,0,116,NA,25,NA,89,NA,2
"iotc","TWN",102.5,-22.5,2012,242.687,14.597,667,2.172,61,10.352,542,2.073,64
"iotc","TWN",102.5,-22.5,2013,4.5,0.327,10,0.08,1,0.047,4,0.2,5
"iotc","GBR",102.5,-22.5,2014,2.2,4.4598,0,NA,NA,0.3375,NA,4.1223,NA
"iotc","JPN",102.5,-22.5,2014,59.48,0,1110,NA,706,NA,401,NA,3
"iotc","PRT",102.5,-22.5,2014,74.1,39.456,0,8.789,NA,0.871,NA,29.796,NA
"iotc","GBR",102.5,-22.5,2015,36.3,3.4083,0,NA,NA,0.0536,NA,3.3547,NA
"iotc","JPN",102.5,-22.5,2015,49.572,0,618,NA,248,NA,367,NA,3
"iotc","PRT",102.5,-22.5,2015,92.15,27.673,0,5.493,NA,1.049,NA,21.131,NA
"iotc","TWN",102.5,-22.5,2015,8.262,0.424,11,0.292,5,0.092,5,0.04,1
"iotc","GBR",102.5,-22.5,2016,27.5,5.4,0,NA,NA,0.2,NA,5.2,NA
"iotc","JPN",102.5,-22.5,2016,23.02,0,122,NA,33,NA,83,NA,6
"iotc","PRT",102.5,-22.5,2016,27,7.666,0,NA,NA,0.202,NA,7.464,NA
"iotc","TWN",102.5,-22.5,2016,8.8,1.486,70,0.495,16,0.897,51,0.094,3
"iotc","JPN",102.5,-22.5,2017,3.3,0,8,NA,NA,NA,8,NA,NA
"iotc","TWN",102.5,-22.5,2017,34.85,5.315,239,0.427,17,4.888,222,NA,NA
"iotc","IDN",102.5,-22.5,2018,68.3,8.644,0,0.934,NA,6.177,NA,1.533,NA
"iotc","JPN",102.5,-22.5,2018,3.3,0,28,NA,14,NA,12,NA,2
"iotc","TWN",102.5,-22.5,2018,30.36,3.033,145,0.131,6,2.902,139,NA,NA
"iotc","IDN",102.5,-22.5,2019,104.675,17.623,0,3.818,NA,9.378,NA,4.427,NA
"iotc","JPN",102.5,-22.5,2019,3.06,0,26,NA,8,NA,15,NA,3
"iotc","IDN",102.5,-22.5,2020,944.399,101.321,0,21.041,NA,53.333,NA,26.947,NA
"iotc","TWN",102.5,-22.5,2020,12.251,2.561,130,0.409,15,2.069,113,0.083,2
"iotc","IDN",102.5,-22.5,2021,793.328,100.19,0,6.568,NA,73.559,NA,20.063,NA
"iotc","IDN",102.5,-22.5,2022,581.082,41.02,0,12.666,NA,20.923,NA,7.431,NA
"iotc","JPN",102.5,-22.5,2022,94.022,0,1135,NA,482,NA,624,NA,29
"iotc","IDN",102.5,-22.5,2023,971.005,72.901,0,9.921,NA,43.42,NA,19.56,NA
"iotc","JPN",102.5,-22.5,2023,11.99,0,116,NA,60,NA,13,NA,43
"iotc","TWN",102.5,-22.5,2023,12.021,1.209,54,0.065,3,0.925,45,0.219,6
"iotc","IDN",102.5,-22.5,2024,1535.489,84.755,0,21.73,NA,47.837,NA,15.188,NA
"iotc","JPN",102.5,-22.5,2024,60.36,0,675,NA,451,NA,146,NA,78
"iotc","JPN",107.5,-22.5,1954,18.376,0,407,NA,41,NA,238,NA,128
"iotc","JPN",107.5,-22.5,1955,2.128,0,151,NA,4,NA,129,NA,18
"iotc","JPN",107.5,-22.5,1958,195.058,0,6156,NA,473,NA,4317,NA,1366
"iotc","JPN",107.5,-22.5,1959,3614.815,0,47367,NA,3877,NA,38469,NA,5021
"iotc","JPN",107.5,-22.5,1960,1865.052,0,26198,NA,2666,NA,18808,NA,4724
"iotc","JPN",107.5,-22.5,1961,4831.548,0,37057,NA,3344,NA,27649,NA,6064
"iotc","JPN",107.5,-22.5,1962,1171.677,0,10194,NA,873,NA,7562,NA,1759
"iotc","JPN",107.5,-22.5,1963,945.471,0,11769,NA,880,NA,9609,NA,1280
"iotc","JPN",107.5,-22.5,1964,405.29,0,6457,NA,463,NA,5170,NA,824
"iotc","JPN",107.5,-22.5,1965,994.356,0,6425,NA,1426,NA,4410,NA,589
"iotc","JPN",107.5,-22.5,1966,634.568,0,8498,NA,615,NA,6166,NA,1717
"iotc","JPN",107.5,-22.5,1967,73.109,0,941,NA,90,NA,751,NA,100
"iotc","JPN",107.5,-22.5,1968,66.495,0,2028,NA,30,NA,1959,NA,39
"iotc","JPN",107.5,-22.5,1969,5.081,0,16,NA,2,NA,12,NA,2
"iotc","JPN",107.5,-22.5,1970,60.019,0,1427,NA,74,NA,926,NA,427
"iotc","TWN",107.5,-22.5,1970,61.1,33.67024,1346,1.57412,39,27.622,1207,4.47412,100
"iotc","JPN",107.5,-22.5,1971,125.258,0,1880,NA,101,NA,1308,NA,471
"iotc","TWN",107.5,-22.5,1973,8.1,0.071,4,NA,NA,0.071,4,NA,NA
"iotc","JPN",107.5,-22.5,1974,2.505,0,16,NA,3,NA,9,NA,4
"iotc","TWN",107.5,-22.5,1974,137.6,49.62168,2610,3.18188,77,45.883,2516,0.5568,17
"iotc","JPN",107.5,-22.5,1975,14.15,0,137,NA,7,NA,118,NA,12
"iotc","JPN",107.5,-22.5,1978,2.568,0,6,NA,3,NA,1,NA,2
"iotc","TWN",107.5,-22.5,1978,9.8,2.558,117,0.4408,15,1.92,96,0.1972,6
"iotc","TWN",107.5,-22.5,1979,152.3,62.8876,3140,2.2852,65,55.8,2946,4.8024,129
"iotc","KOR",107.5,-22.5,1980,47.922,0,690,NA,588,NA,47,NA,55
"iotc","TWN",107.5,-22.5,1980,253.4,86.9396,4171,5.7884,202,77.3,3880,3.8512,89
"iotc","JPN",107.5,-22.5,1981,15.805,0,244,NA,14,NA,189,NA,41
"iotc","TWN",107.5,-22.5,1981,31.5,4.5708,220,0.3944,12,3.84,196,0.3364,12
"iotc","TWN",107.5,-22.5,1982,67,22.358,1193,0.2552,6,22.01,1185,0.0928,2
"iotc","JPN",107.5,-22.5,1983,20.664,0,594,NA,563,NA,26,NA,5
"iotc","TWN",107.5,-22.5,1983,276.4,63.228,3424,1.856,43,60.85,3366,0.522,15
"iotc","JPN",107.5,-22.5,1984,31.87,0,245,NA,20,NA,187,NA,38
"iotc","TWN",107.5,-22.5,1984,181.1,45.6528,2446,0.9628,19,42.37,2378,2.32,49
"iotc","TWN",107.5,-22.5,1986,395.4,248.22752,12246,4.63536,107,240.604,12064,2.98816,75
"iotc","TWN",107.5,-22.5,1987,109.7,11.71008,577,0.61596,26,10.97,547,0.12412,4
"iotc","TWN",107.5,-22.5,1988,168.6,57.27644,2848,2.11352,60,52.249,2705,2.91392,83
"iotc","JPN",107.5,-22.5,1990,6.252,0,67,NA,12,NA,25,NA,30
"iotc","JPN",107.5,-22.5,1991,2.8,0,17,NA,5,NA,10,NA,2
"iotc","TWN",107.5,-22.5,1991,2747.594,990.22816,44196,94.70356,2320,872.139,41439,23.3856,437
"iotc","JPN",107.5,-22.5,1992,32.888,0,74,NA,57,NA,17,NA,NA
"iotc","TWN",107.5,-22.5,1993,254.151,21.85496,1089,3.82568,84,15.236,960,2.79328,45
"iotc","JPN",107.5,-22.5,1994,15.428,0,169,NA,32,NA,110,NA,27
"iotc","TWN",107.5,-22.5,1995,1214.615,61.06512,2141,23.19652,513,19.5,1162,18.3686,466
"iotc","JPN",107.5,-22.5,1996,12.827,0,156,NA,59,NA,33,NA,64
"iotc","TWN",107.5,-22.5,1996,3648.329,309.831,9198,166.203,4030,53.981,2926,89.647,2242
"iotc","JPN",107.5,-22.5,1997,54.519,0,731,NA,198,NA,446,NA,87
"iotc","TWN",107.5,-22.5,1997,2655.293,337.129,11135,172.913,5079,79.743,4250,84.473,1806
"iotc","JPN",107.5,-22.5,1998,27.24,0,92,NA,82,NA,NA,NA,10
"iotc","TWN",107.5,-22.5,1998,1665.235,314.555,10986,154.122,4567,87.043,4903,73.39,1516
"iotc","JPN",107.5,-22.5,1999,20.579,0,650,NA,125,NA,463,NA,62
"iotc","TWN",107.5,-22.5,1999,1165.301,178.521,6441,51.483,1366,90.908,4338,36.13,737
"iotc","AUS",107.5,-22.5,2000,16.485,2.022,0,0.139,NA,0.355,NA,1.528,NA
"iotc","JPN",107.5,-22.5,2000,28.677,0,384,NA,32,NA,222,NA,130
"iotc","TWN",107.5,-22.5,2000,291.68,47.864,1935,10.67,302,33.948,1570,3.246,63
"iotc","AUS",107.5,-22.5,2001,77.21,14.6424,0,3.7103,NA,4.0505,NA,6.8816,NA
"iotc","TWN",107.5,-22.5,2001,21.446,4.023,143,0.928,29,1.161,61,1.934,53
"iotc","AUS",107.5,-22.5,2002,221.44,16.4965,0,4.7531,NA,5.535,NA,6.2084,NA
"iotc","JPN",107.5,-22.5,2002,107.337,0,1014,NA,320,NA,546,NA,148
"iotc","TWN",107.5,-22.5,2002,86.251,27.511,1200,3.921,81,21.744,1076,1.846,43
"iotc","AUS",107.5,-22.5,2003,376.055,29.9941,0,14.1427,NA,5.3464,NA,10.505,NA
"iotc","JPN",107.5,-22.5,2003,6,0,30,NA,4,NA,26,NA,NA
"iotc","TWN",107.5,-22.5,2003,11.424,0.183,5,0.183,5,NA,NA,NA,NA
"iotc","AUS",107.5,-22.5,2004,284.155,41.9549,0,19.547,NA,11.0427,NA,11.3652,NA
"iotc","JPN",107.5,-22.5,2004,3.249,0,3,NA,NA,NA,3,NA,NA
"iotc","TWN",107.5,-22.5,2004,15.998,6.224,162,5.967,151,0.132,7,0.125,4
"iotc","AUS",107.5,-22.5,2005,368.672,37.7596,0,18.7841,NA,4.3015,NA,14.674,NA
"iotc","SEN",107.5,-22.5,2005,NA,0.1,0,NA,NA,NA,NA,0.1,NA
"iotc","AUS",107.5,-22.5,2006,91.42,10.495,0,7.0455,NA,1.563,NA,1.8865,NA
"iotc","AUS",107.5,-22.5,2007,43.755,2.701,0,1.98,NA,0.545,NA,0.176,NA
"iotc","TWN",107.5,-22.5,2007,15,0.34,8,0.22,5,NA,NA,0.12,3
"iotc","JPN",107.5,-22.5,2008,154.019,0,2283,NA,684,NA,1543,NA,56
"iotc","TWN",107.5,-22.5,2008,13.62,2.45,112,0.73,14,1.61,95,0.11,3
"iotc","AUS",107.5,-22.5,2009,24.75,6.6495,0,4.411,NA,1.309,NA,0.9295,NA
"iotc","JPN",107.5,-22.5,2009,187.986,0,2280,NA,652,NA,1550,NA,78
"iotc","KOR",107.5,-22.5,2009,3.4,0,1,NA,1,NA,NA,NA,NA
"iotc","AUS",107.5,-22.5,2010,3.5,0.2365,0,0.2365,NA,NA,NA,NA,NA
"iotc","JPN",107.5,-22.5,2010,84.147,0,676,NA,200,NA,470,NA,6
"iotc","SYC",107.5,-22.5,2010,6.4,16.87324,749,6.87245,292,9.2367,442,0.76409,15
"iotc","TWN",107.5,-22.5,2010,6.1,0.183,6,0.126,3,0.057,3,NA,NA
"iotc","GBR",107.5,-22.5,2011,1.1,0.711699999999999,0,NA,NA,0.0218999999999999,NA,0.689799999999999,NA
"iotc","JPN",107.5,-22.5,2011,65.862,0,803,NA,311,NA,457,NA,35
"iotc","TWN",107.5,-22.5,2011,113.914,12.413,571,2.115,36,8.481,485,1.817,50
"iotc","JPN",107.5,-22.5,2012,35.66,0,471,NA,300,NA,165,NA,6
"iotc","TWN",107.5,-22.5,2012,432.968,47.904,1972,12.029,274,25.305,1346,10.57,352
"iotc","JPN",107.5,-22.5,2013,9.94,0,101,NA,26,NA,75,NA,NA
"iotc","TWN",107.5,-22.5,2013,54,4.082,101,2.396,37,0.468,33,1.218,31
"iotc","JPN",107.5,-22.5,2014,46.16,0,602,NA,283,NA,317,NA,2
"iotc","PRT",107.5,-22.5,2014,7.2,4.674,0,NA,NA,NA,NA,4.674,NA
"iotc","GBR",107.5,-22.5,2015,3.3,0.1577,0,NA,NA,NA,NA,0.1577,NA
"iotc","JPN",107.5,-22.5,2015,62.42,0,762,NA,305,NA,450,NA,7
"iotc","PRT",107.5,-22.5,2015,41.9,10.269,0,4.077,NA,0.574,NA,5.618,NA
"iotc","TWN",107.5,-22.5,2015,105.243,14.159,665,0.405,10,12.664,625,1.09,30
"iotc","GBR",107.5,-22.5,2016,15.4,3.7,0,NA,NA,0.1,NA,3.6,NA
"iotc","JPN",107.5,-22.5,2016,36.06,0,204,NA,36,NA,161,NA,7
"iotc","PRT",107.5,-22.5,2016,8.3,1.333,0,0.849,NA,NA,NA,0.484,NA
"iotc","AUS",107.5,-22.5,2017,4.68,1.913,0,0.545,NA,0.51,NA,0.858,NA
"iotc","JPN",107.5,-22.5,2017,10.08,0,73,NA,13,NA,60,NA,NA
"iotc","AUS",107.5,-22.5,2018,6.31,0.573,0,0.38,NA,0.121,NA,0.072,NA
"iotc","IDN",107.5,-22.5,2018,46.8,6.289,0,1.436,NA,2.829,NA,2.024,NA
"iotc","AUS",107.5,-22.5,2019,4.641,0.977,0,0.22,NA,0.13,NA,0.627,NA
"iotc","IDN",107.5,-22.5,2019,39.6,6.347,0,1.587,NA,2.598,NA,2.162,NA
"iotc","IDN",107.5,-22.5,2020,952.631,150.911,0,45.524,NA,56.301,NA,49.086,NA
"iotc","JPN",107.5,-22.5,2020,80.16,0,712,NA,356,NA,331,NA,25
"iotc","AUS",107.5,-22.5,2021,3.015,0.418,0,0.094,NA,0.06,NA,0.264,NA
"iotc","IDN",107.5,-22.5,2021,825.37,75.052,0,15.041,NA,41.16,NA,18.851,NA
"iotc","JPN",107.5,-22.5,2021,3.145,0,14,NA,5,NA,9,NA,NA
"iotc","IDN",107.5,-22.5,2022,1393.859,207.142,0,37.578,NA,70.654,NA,98.91,NA
"iotc","JPN",107.5,-22.5,2022,59.576,0,347,NA,118,NA,209,NA,20
"iotc","IDN",107.5,-22.5,2023,1447.248,183.48,0,39.272,NA,49.292,NA,94.916,NA
"iotc","IDN",107.5,-22.5,2024,1490.474,122.034,0,33.153,NA,40.968,NA,47.913,NA
"iotc","JPN",107.5,-22.5,2024,16,0,91,NA,47,NA,24,NA,20
"iotc","JPN",112.5,-22.5,1954,148.351,0,7329,NA,243,NA,1279,NA,5807
"iotc","JPN",112.5,-22.5,1955,125.857,0,8062,NA,326,NA,3885,NA,3851
"iotc","JPN",112.5,-22.5,1956,145.576,0,6836,NA,136,NA,1031,NA,5669
"iotc","JPN",112.5,-22.5,1957,79.036,0,2411,NA,47,NA,216,NA,2148
"iotc","JPN",112.5,-22.5,1958,162.914,0,5293,NA,163,NA,532,NA,4598
"iotc","JPN",112.5,-22.5,1959,709.765,0,21735,NA,1549,NA,14742,NA,5444
"iotc","JPN",112.5,-22.5,1960,188.857,0,7293,NA,591,NA,3353,NA,3349
"iotc","JPN",112.5,-22.5,1961,231.395,0,7076,NA,332,NA,2300,NA,4444
"iotc","JPN",112.5,-22.5,1962,190.9,0,6136,NA,473,NA,1606,NA,4057
"iotc","JPN",112.5,-22.5,1963,474.952,0,14267,NA,1260,NA,5843,NA,7164
"iotc","JPN",112.5,-22.5,1964,178.39,0,5372,NA,387,NA,2132,NA,2853
"iotc","JPN",112.5,-22.5,1965,502.236,0,12717,NA,1124,NA,5803,NA,5790
"iotc","JPN",112.5,-22.5,1966,406.37,0,13364,NA,731,NA,6939,NA,5694
"iotc","JPN",112.5,-22.5,1967,250.773,0,5475,NA,593,NA,1881,NA,3001
"iotc","JPN",112.5,-22.5,1968,197.269,0,2703,NA,292,NA,537,NA,1874
"iotc","JPN",112.5,-22.5,1969,253.885,0,4566,NA,266,NA,802,NA,3498
"iotc","JPN",112.5,-22.5,1970,346.754,0,7399,NA,1064,NA,1799,NA,4536
"iotc","TWN",112.5,-22.5,1970,5.8,2.86024,105,0.41064,9,2.061,88,0.3886,8
"iotc","JPN",112.5,-22.5,1971,692.152,0,9120,NA,1553,NA,1536,NA,6031
"iotc","JPN",112.5,-22.5,1972,179.52,0,4456,NA,302,NA,370,NA,3784
"iotc","JPN",112.5,-22.5,1973,196.689,0,5089,NA,373,NA,911,NA,3805
"iotc","TWN",112.5,-22.5,1973,8.7,1.10292,67,NA,NA,0.886,62,0.21692,5
"iotc","JPN",112.5,-22.5,1974,698.827,0,9621,NA,1114,NA,1747,NA,6760
"iotc","TWN",112.5,-22.5,1974,56,15.36672,492,1.71564,49,4.124,245,9.52708,198
"iotc","JPN",112.5,-22.5,1975,954.286,0,13435,NA,2775,NA,2880,NA,7780
"iotc","JPN",112.5,-22.5,1976,102.48,0,2093,NA,251,NA,966,NA,876
"iotc","JPN",112.5,-22.5,1977,209.478,0,3038,NA,329,NA,446,NA,2263
"iotc","JPN",112.5,-22.5,1978,299.049,0,3631,NA,1281,NA,206,NA,2144
"iotc","JPN",112.5,-22.5,1979,343.408,0,6206,NA,1588,NA,812,NA,3806
"iotc","JPN",112.5,-22.5,1980,173.93,0,2119,NA,335,NA,207,NA,1577
"iotc","KOR",112.5,-22.5,1980,7.92,0,79,NA,61,NA,NA,NA,18
"iotc","JPN",112.5,-22.5,1981,536.031,0,7338,NA,1084,NA,975,NA,5279
"iotc","JPN",112.5,-22.5,1982,408.323,0,4882,NA,353,NA,241,NA,4288
"iotc","JPN",112.5,-22.5,1983,223.29,0,3220,NA,217,NA,293,NA,2710
"iotc","JPN",112.5,-22.5,1984,725.332,0,11783,NA,814,NA,1553,NA,9416
"iotc","TWN",112.5,-22.5,1984,53.9,7.1336,406,0.348,7,6.6,394,0.1856,5
"iotc","JPN",112.5,-22.5,1985,740.853,0,8767,NA,807,NA,1289,NA,6671
"iotc","JPN",112.5,-22.5,1986,527.351,0,5421,NA,352,NA,310,NA,4759
"iotc","JPN",112.5,-22.5,1987,328.965,0,5168,NA,602,NA,727,NA,3839
"iotc","JPN",112.5,-22.5,1988,329.383,0,4793,NA,256,NA,507,NA,4030
"iotc","JPN",112.5,-22.5,1989,176.78,0,2430,NA,77,NA,151,NA,2202
"iotc","JPN",112.5,-22.5,1990,69.195,0,669,NA,29,NA,90,NA,550
"iotc","AUS",112.5,-22.5,1994,0.6,0.188,6,0.143,5,NA,NA,0.045,1
"iotc","JPN",112.5,-22.5,1994,6.278,0,31,NA,1,NA,NA,NA,30
"iotc","AUS",112.5,-22.5,1995,59.26,20.501,507,0.615,17,0.034,2,19.852,488
"iotc","JPN",112.5,-22.5,1995,212.723,0,2743,NA,45,NA,157,NA,2541
"iotc","AUS",112.5,-22.5,1996,48.376,23.162,746,0.274,11,0.181,40,22.707,695
"iotc","JPN",112.5,-22.5,1996,40.742,0,1026,NA,112,NA,63,NA,851
"iotc","AUS",112.5,-22.5,1997,187.14,128.002,3252,2.903,93,6.609,330,118.49,2829
"iotc","TWN",112.5,-22.5,1997,22.218,9.792,381,4.678,146,4.554,224,0.56,11
"iotc","AUS",112.5,-22.5,1998,220.567,108.609,2806,3.558,106,3.78,204,101.271,2496
"iotc","JPN",112.5,-22.5,1998,3.027,0,3,NA,3,NA,NA,NA,NA
"iotc","AUS",112.5,-22.5,1999,603.258,268.6996,6689,40.833,1204,6.681,380,221.1856,5105
"iotc","JPN",112.5,-22.5,1999,7.144,0,32,NA,5,NA,19,NA,8
"iotc","TWN",112.5,-22.5,1999,37.177,12.857,527,3.354,114,8.744,399,0.759,14
"iotc","AUS",112.5,-22.5,2000,740.875,254.693,0,45.149,NA,8.009,NA,201.535,NA
"iotc","TWN",112.5,-22.5,2000,8.169,1.864,79,0.351,6,1.513,73,NA,NA
"iotc","AUS",112.5,-22.5,2001,501.647,171.7997,0,18.224,NA,9.3153,NA,144.2604,NA
"iotc","JPN",112.5,-22.5,2001,3.156,0,19,NA,19,NA,NA,NA,NA
"iotc","AUS",112.5,-22.5,2002,461.128,131.6273,0,14.058,NA,4.3035,NA,113.2658,NA
"iotc","AUS",112.5,-22.5,2003,291.498,109.0767,0,4.9923,NA,0.8694,NA,103.215,NA
"iotc","AUS",112.5,-22.5,2004,185.07,66.7107,0,2.8765,NA,0.7051,NA,63.1291,NA
"iotc","AUS",112.5,-22.5,2005,39.43,8.734,0,1.0175,NA,0.011,NA,7.7055,NA
"iotc","AUS",112.5,-22.5,2007,10.34,1.58,0,1.364,NA,0.018,NA,0.198,NA
"iotc","TWN",112.5,-22.5,2007,9,0.662,20,NA,NA,NA,NA,0.662,20
"iotc","AUS",112.5,-22.5,2009,11.438,2.3265,0,1.375,NA,0.022,NA,0.9295,NA
"iotc","JPN",112.5,-22.5,2009,7,0,41,NA,6,NA,34,NA,1
"iotc","JPN",112.5,-22.5,2010,6.8,0,84,NA,25,NA,56,NA,3
"iotc","TWN",112.5,-22.5,2012,5.4,0.974,32,0.315,7,0.311,17,0.348,8
"iotc","AUS",112.5,-22.5,2013,12.15,1.8447,0,0.6336,NA,0.066,NA,1.1451,NA
"iotc","JPN",112.5,-22.5,2014,3.19,0,17,NA,13,NA,4,NA,NA
"iotc","AUS",112.5,-22.5,2017,7.74,4.301,0,1.177,NA,0.385,NA,2.739,NA
"iotc","IDN",112.5,-22.5,2020,4.08,0.513,0,0.225,NA,0.288,NA,NA,NA
"iotc","AUS",112.5,-22.5,2021,4.229,4.24,0,2.173,NA,0.12,NA,1.947,NA
"iotc","IDN",112.5,-22.5,2021,1.5,0.59,0,NA,NA,NA,NA,0.59,NA
"iotc","IDN",112.5,-22.5,2022,283.695,40.109,0,7.615,NA,15.865,NA,16.629,NA
"iotc","IDN",112.5,-22.5,2023,355.76,40.315,0,3.586,NA,8.986,NA,27.743,NA
"iotc","IDN",112.5,-22.5,2024,12.29,0.705,0,0.105,NA,0.125,NA,0.475,NA
"wcpfc","AUS",152.5,-22.5,2001,1604.248,536.274,17762,208.597,6257,28.564,2364,299.113,9141
"wcpfc","AUS",152.5,-22.5,2002,1331.418,579.351,25913,101.042,4280,60.2,4618,418.109,17015
"wcpfc","AUS",152.5,-22.5,2015,1852.249,726.983,26242,137.497,4649,92.492,7424,496.994,14169
"wcpfc","AUS",152.5,-22.5,2017,1438.44,437.714,17081,52.892,1487,66.072,4988,318.75,10606
"wcpfc","AUS",152.5,-22.5,2019,1366.905,363.83,15410,36.247,1120,78.397,5510,249.186,8780
"wcpfc","AUS",152.5,-22.5,2021,1318.24,398.672,17648,42.201,1506,76.481,5677,279.99,10465
"wcpfc","JPN",157.5,-22.5,1954,1379.706,1175.053,48320,73.933,2290,342.644,24398,758.476,21632
"wcpfc","JPN",157.5,-22.5,1959,1459.159,1198.775,54828,122.819,2599,556,39590,519.956,12639
"wcpfc","JPN",157.5,-22.5,1962,1818.917,1058.091,42354,132.571,2782,353.837,25195,571.683,14377
"wcpfc","JPN",157.5,-22.5,1974,1304.234,183.122,5929,21.396,567,33.306,2275,128.42,3087
"wcpfc","JPN",157.5,-22.5,1979,1584.018,340.382,11012,65.632,1674,38.031,3059,236.719,6279
"wcpfc","JPN",157.5,-22.5,1980,1410.914,290.698,7581,48.757,958,21.89,1837,220.051,4786
"wcpfc","JPN",157.5,-22.5,1982,2588.5,566.93,19528,58.438,1524,127.665,8646,380.827,9358
"wcpfc","JPN",157.5,-22.5,1984,1237.4,254.261,10971,37.029,943,107.638,7141,109.594,2887
"wcpfc","JPN",157.5,-22.5,1985,1526.9,533.147,19869,72.846,1570,111.259,7713,349.042,10586
"wcpfc","JPN",157.5,-22.5,1988,1471.1,933.087,35231,59.76,1481,208.691,14900,664.636,18850
"wcpfc","JPN",157.5,-22.5,1989,2339.6,913.605,39189,99.62,2223,405.133,26242,408.852,10724
"wcpfc","JPN",157.5,-22.5,1990,1501.3,457.157,21282,37.851,1075,202.026,14614,217.28,5593
"wcpfc","NCL",157.5,-22.5,2019,1434.12,861.558,41822,13.187,310,618.545,33114,229.826,8398
