"rfmo","lon","lat","year","effort_set","effort_day","catch_tot","catch_skj","catch_alb","catch_bet","catch_yft"
"iattc",-93.5,8.5,1965,1,NA,2.7,0,0,0,2.7
"iattc",-93.5,8.5,1966,44,NA,396.3,0,0,0,396.3
"iattc",-93.5,8.5,1967,8,NA,143.3,0,0,0,143.3
"iattc",-93.5,8.5,1968,92,NA,1723.7,0,0,0,1723.7
"iattc",-93.5,8.5,1969,43,NA,599.7,0,0,0,599.7
"iattc",-93.5,8.5,1970,49,NA,819.7,84.4,0,0,735.3
"iattc",-93.5,8.5,1971,23,NA,777.5,596.1,0,0,181.4
"iattc",-93.5,8.5,1972,9,NA,134.2,1.8,0,0,132.4
"iattc",-93.5,8.5,1973,25,NA,307.49,0.1,0,0,307.39
"iattc",-93.5,8.5,1974,24,NA,256.6,90.7,0,0,165.9
"iattc",-93.5,8.5,1975,6,NA,90.7,45.4,0,0,45.3
"iattc",-93.5,8.5,1976,47,NA,756.49,294.31,0,0,462.18
"iattc",-93.5,8.5,1977,64,NA,699.3,314.7,0,0,384.6
"iattc",-93.5,8.5,1978,48,NA,548.69,337.14,0,0,211.55
"iattc",-93.5,8.5,1979,11,NA,128.8,48,0,0,80.8
"iattc",-93.5,8.5,1980,8,NA,102.65,36.32,0,0,66.33
"iattc",-93.5,8.5,1981,21,NA,252.95,158.31,0,0,94.64
"iattc",-93.5,8.5,1982,34,NA,446.09,155.97,0,0,290.12
"iattc",-93.5,8.5,1983,6,NA,67.15,46.3,0,0,20.85
"iattc",-93.5,8.5,1984,21,NA,162.8,0,0,0,162.8
"iattc",-93.5,8.5,1985,49,NA,1499.39,166.52,0,0,1332.87
"iattc",-93.5,8.5,1986,23,NA,388.98,9.02,0,0,379.96
"iattc",-93.5,8.5,1987,47,NA,917.29,66.79,0,0,850.5
"iattc",-93.5,8.5,1988,10,NA,105.02,0.9,0,0,104.12
"iattc",-93.5,8.5,1989,9,NA,212.8,85.42,0,0,127.38
"iattc",-93.5,8.5,1990,2,NA,31.9,0,0,0,31.9
"iattc",-93.5,8.5,1991,5,NA,98.85,5.44,0,0,93.41
"iattc",-93.5,8.5,1992,57,NA,634.97,59.86,0,0,575.11
"iattc",-93.5,8.5,1993,2,NA,10.88,0,0,0,10.88
"iattc",-93.5,8.5,1994,8,NA,125.64,0,0,0,125.64
"iattc",-93.5,8.5,1995,3,NA,35.37,0,0,0,35.37
"iattc",-93.5,8.5,1996,24,NA,798.31,0,0,0,798.31
"iattc",-93.5,8.5,1997,5,NA,37.19,0,0,0,37.19
"iattc",-93.5,8.5,1998,2,NA,1,0,0,0,1
"iattc",-93.5,8.5,1999,8,NA,97.05,0,0,0,97.05
"iattc",-93.5,8.5,2001,3,NA,62,0,0,0,62
"iattc",-93.5,8.5,2002,9,NA,130,1,0,0,129
"iattc",-93.5,8.5,2003,5,NA,53,1,0,0,52
"iattc",-93.5,8.5,2004,22,NA,351,43,0,0,308
"iattc",-93.5,8.5,2005,15,NA,323,68,0,0,255
"iattc",-93.5,8.5,2006,56,NA,913,92,0,0,821
"iattc",-93.5,8.5,2007,53,NA,512,48,0,0,464
"iattc",-93.5,8.5,2008,26,NA,380,0,0,0,380
"iattc",-93.5,8.5,2009,138,NA,2389,0,0,0,2389
"iattc",-93.5,8.5,2010,55,NA,597,0,0,0,597
"iattc",-93.5,8.5,2011,39,NA,642,0,0,0,642
"iattc",-93.5,8.5,2012,15,NA,401,294,0,0,107
"iattc",-93.5,8.5,2013,1,NA,6,0,0,0,6
"iattc",-93.5,8.5,2014,6,NA,45,0,0,0,45
"iattc",-93.5,8.5,2015,59,NA,1313,1,0,0,1312
"iattc",-93.5,8.5,2016,8,NA,46,0,0,0,46
"iattc",-93.5,8.5,2017,24,NA,525,0,0,0,525
"iattc",-93.5,8.5,2018,15,NA,146,0,0,0,146
"iattc",-93.5,8.5,2019,1,NA,5,0,0,0,5
"iattc",-93.5,8.5,2020,3,NA,18,0,0,0,18
"iattc",-93.5,8.5,2021,30,NA,354,0,0,0,354
"iattc",-93.5,8.5,2022,24,NA,557,0,0,0,557
"iattc",-93.5,8.5,2023,14,NA,208,0,0,0,208
"iattc",-93.5,8.5,2024,9,NA,170,0,0,0,170
"iattc",-92.5,8.5,1966,57,NA,559.5,0,0,0,559.5
"iattc",-92.5,8.5,1967,5,NA,70.7,0,0,0,70.7
"iattc",-92.5,8.5,1968,70,NA,1323.1,22.7,0,0,1300.4
"iattc",-92.5,8.5,1969,34,NA,551.6,0,0,0,551.6
"iattc",-92.5,8.5,1970,46,NA,744,0,0,0,744
"iattc",-92.5,8.5,1971,19,NA,641.4,533.5,0,0,107.9
"iattc",-92.5,8.5,1972,2,NA,99.7,0,0,0,99.7
"iattc",-92.5,8.5,1973,22,NA,430.8,5.4,0,0,425.4
"iattc",-92.5,8.5,1974,5,NA,28.1,0,0,0,28.1
"iattc",-92.5,8.5,1975,8,NA,108.8,59,0,0,49.8
"iattc",-92.5,8.5,1976,156,NA,2072.89,814.27,0,0,1258.62
"iattc",-92.5,8.5,1977,49,NA,535.1,174.2,0,0,360.9
"iattc",-92.5,8.5,1978,39,NA,528.3,288.2,0,0,240.1
"iattc",-92.5,8.5,1979,24,NA,388.17,217.72,0,0,170.45
"iattc",-92.5,8.5,1980,12,NA,75.97,45.3,0,0,30.67
"iattc",-92.5,8.5,1981,19,NA,373.62,165.04,0,0,208.58
"iattc",-92.5,8.5,1982,32,NA,466.82,215.84,0,0,250.98
"iattc",-92.5,8.5,1983,6,NA,71.2,46.2,0,0,25
"iattc",-92.5,8.5,1984,5,NA,38,0,0,0,38
"iattc",-92.5,8.5,1985,15,NA,400.74,19.93,0,0,380.81
"iattc",-92.5,8.5,1986,53,NA,855.09,45.94,0,0,809.15
"iattc",-92.5,8.5,1987,22,NA,233.9,39.86,0,0,194.04
"iattc",-92.5,8.5,1988,16,NA,260.57,0,0,0,260.57
"iattc",-92.5,8.5,1989,6,NA,75.09,11.38,0,0,63.71
"iattc",-92.5,8.5,1990,8,NA,151.2,0,0,0,151.2
"iattc",-92.5,8.5,1991,11,NA,229.51,0,0,0,229.51
"iattc",-92.5,8.5,1992,69,NA,683.04,2.72,0,0,680.32
"iattc",-92.5,8.5,1993,10,NA,133.34,0,0,0,133.34
"iattc",-92.5,8.5,1994,3,NA,29.93,0,0,0,29.93
"iattc",-92.5,8.5,1995,12,NA,193.19,19.95,0,0,173.24
"iattc",-92.5,8.5,1996,2,NA,75.28,0,0,0,75.28
"iattc",-92.5,8.5,1997,15,NA,222.24,11.79,0,0,210.45
"iattc",-92.5,8.5,1998,4,NA,32.64,0,0,0,32.64
"iattc",-92.5,8.5,1999,6,NA,98.86,0,0,0,98.86
"iattc",-92.5,8.5,2001,1,NA,24,0,0,0,24
"iattc",-92.5,8.5,2002,3,NA,75,0,0,0,75
"iattc",-92.5,8.5,2003,2,NA,28,0,0,0,28
"iattc",-92.5,8.5,2004,12,NA,122,0,0,0,122
"iattc",-92.5,8.5,2005,4,NA,24,0,0,0,24
"iattc",-92.5,8.5,2006,19,NA,301,0,0,0,301
"iattc",-92.5,8.5,2007,25,NA,732,0,0,0,732
"iattc",-92.5,8.5,2008,27,NA,544,0,0,0,544
"iattc",-92.5,8.5,2009,96,NA,1265,0,0,0,1265
"iattc",-92.5,8.5,2010,28,NA,250,0,0,0,250
"iattc",-92.5,8.5,2011,16,NA,224,0,0,0,224
"iattc",-92.5,8.5,2012,1,NA,7,2,0,0,5
"iattc",-92.5,8.5,2014,6,NA,66,0,0,0,66
"iattc",-92.5,8.5,2015,38,NA,945,0,0,0,945
"iattc",-92.5,8.5,2016,12,NA,135,0,0,0,135
"iattc",-92.5,8.5,2017,7,NA,55,0,0,0,55
"iattc",-92.5,8.5,2018,9,NA,169,0,0,0,169
"iattc",-92.5,8.5,2019,31,NA,427,62,0,0,365
"iattc",-92.5,8.5,2020,21,NA,281,0,0,0,281
"iattc",-92.5,8.5,2021,26,NA,392,0,0,0,392
"iattc",-92.5,8.5,2022,15,NA,309,0,0,0,309
"iattc",-92.5,8.5,2023,31,NA,519,1,0,0,518
"iattc",-92.5,8.5,2024,5,NA,90,0,0,0,90
"iattc",-91.5,8.5,1965,20,NA,151.4,0,0,0,151.4
"iattc",-91.5,8.5,1966,172,NA,1435.2,11.8,0,0,1423.4
"iattc",-91.5,8.5,1967,4,NA,25.3,0,0,0,25.3
"iattc",-91.5,8.5,1968,36,NA,506.9,59.8,0,0,447.1
"iattc",-91.5,8.5,1969,21,NA,435.4,134.1,0,0,301.3
"iattc",-91.5,8.5,1970,40,NA,452.7,0,0,0,452.7
"iattc",-91.5,8.5,1971,6,NA,63.5,20,0,0,43.5
"iattc",-91.5,8.5,1972,4,NA,78.9,28.1,0,0,50.8
"iattc",-91.5,8.5,1973,10,NA,294,13.6,0,0,280.4
"iattc",-91.5,8.5,1974,6,NA,40.8,25.4,0,0,15.4
"iattc",-91.5,8.5,1975,13,NA,159.39,96.16,0,0,63.23
"iattc",-91.5,8.5,1976,81,NA,1205.2,840.6,0,0,364.6
"iattc",-91.5,8.5,1977,12,NA,118,58.1,0,0,59.9
"iattc",-91.5,8.5,1978,44,NA,646.69,368.14,0,0,278.55
"iattc",-91.5,8.5,1979,40,NA,574.99,150.47,0,0,424.52
"iattc",-91.5,8.5,1980,22,NA,186.02,106.12,0,0,79.9
"iattc",-91.5,8.5,1981,8,NA,52.55,17.2,0,0,35.35
"iattc",-91.5,8.5,1982,35,NA,515.28,200.29,0,0,314.99
"iattc",-91.5,8.5,1983,20,NA,153.2,23.5,0,0,129.7
"iattc",-91.5,8.5,1984,6,NA,56,24,0,0,32
"iattc",-91.5,8.5,1985,8,NA,306.4,18.2,0,0,288.2
"iattc",-91.5,8.5,1986,59,NA,1167.45,324.8,0,0,842.65
"iattc",-91.5,8.5,1987,28,NA,508.98,89.7,0,0,419.28
"iattc",-91.5,8.5,1988,12,NA,109.52,7.2,0,0,102.32
"iattc",-91.5,8.5,1989,23,NA,525.09,135.16,0,0,389.93
"iattc",-91.5,8.5,1990,8,NA,133.75,15.42,0,0,118.33
"iattc",-91.5,8.5,1991,13,NA,283.53,0,0,0,283.53
"iattc",-91.5,8.5,1992,65,NA,815.49,12.69,0,0,802.8
"iattc",-91.5,8.5,1993,24,NA,263.97,0,0,0,263.97
"iattc",-91.5,8.5,1994,13,NA,145,0,0,0,145
"iattc",-91.5,8.5,1995,14,NA,242.19,9.97,0,0,232.22
"iattc",-91.5,8.5,1996,7,NA,101.6,0,0,0,101.6
"iattc",-91.5,8.5,1997,13,NA,152.39,3.62,0,0,148.77
"iattc",-91.5,8.5,1998,9,NA,85.94,0,0,0,85.94
"iattc",-91.5,8.5,1999,1,NA,3.62,0,0,0,3.62
"iattc",-91.5,8.5,2002,9,NA,170,0,0,0,170
"iattc",-91.5,8.5,2003,9,NA,77,0,0,0,77
"iattc",-91.5,8.5,2004,9,NA,43,0,0,0,43
"iattc",-91.5,8.5,2005,3,NA,24,15,0,0,9
"iattc",-91.5,8.5,2006,36,NA,657,0,0,0,657
"iattc",-91.5,8.5,2007,30,NA,368,1,0,0,367
"iattc",-91.5,8.5,2008,4,NA,53,0,0,0,53
"iattc",-91.5,8.5,2009,48,NA,732,0,0,0,732
"iattc",-91.5,8.5,2010,72,NA,755,0,0,0,755
"iattc",-91.5,8.5,2011,1,NA,4,0,0,0,4
"iattc",-91.5,8.5,2012,13,NA,258,0,0,0,258
"iattc",-91.5,8.5,2014,2,NA,2,1,0,1,0
"iattc",-91.5,8.5,2015,41,NA,348,0,0,0,348
"iattc",-91.5,8.5,2016,56,NA,696,0,0,0,696
"iattc",-91.5,8.5,2017,12,NA,69,0,0,0,69
"iattc",-91.5,8.5,2018,13,NA,183,0,0,0,183
"iattc",-91.5,8.5,2019,13,NA,116,0,0,0,116
"iattc",-91.5,8.5,2020,41,NA,607,0,0,0,607
"iattc",-91.5,8.5,2021,22,NA,358,0,0,0,358
"iattc",-91.5,8.5,2022,10,NA,127,0,0,0,127
"iattc",-91.5,8.5,2023,14,NA,264,0,0,0,264
"iattc",-91.5,8.5,2024,1,NA,8,0,0,0,8
"iattc",-90.5,8.5,1961,2,NA,12.7,0,0,0,12.7
"iattc",-90.5,8.5,1964,10,NA,181.4,14.6,0,0,166.8
"iattc",-90.5,8.5,1965,151,NA,1608.4,6.4,0,0,1602
"iattc",-90.5,8.5,1966,227,NA,2040.1,1.8,0,0,2038.3
"iattc",-90.5,8.5,1968,1,NA,6.4,0,0,0,6.4
"iattc",-90.5,8.5,1969,17,NA,267.5,0,0,0,267.5
"iattc",-90.5,8.5,1970,14,NA,221.5,3.6,0,0,217.9
"iattc",-90.5,8.5,1971,19,NA,296.6,217.7,0,0,78.9
"iattc",-90.5,8.5,1972,7,NA,251.3,60.8,0,0,190.5
"iattc",-90.5,8.5,1973,2,NA,13.6,0,0,0,13.6
"iattc",-90.5,8.5,1974,15,NA,132.1,75.1,0,0,57
"iattc",-90.5,8.5,1975,3,NA,258.5,167.8,0,0,90.7
"iattc",-90.5,8.5,1976,28,NA,383.5,200.4,0,0,183.1
"iattc",-90.5,8.5,1977,3,NA,40.8,0,0,0,40.8
"iattc",-90.5,8.5,1978,79,NA,1453.69,688.33,0,0,765.36
"iattc",-90.5,8.5,1979,51,NA,589.03,71.46,0,0,517.57
"iattc",-90.5,8.5,1980,17,NA,407.2,277.7,0,0,129.5
"iattc",-90.5,8.5,1981,5,NA,26.3,0,0,0,26.3
"iattc",-90.5,8.5,1982,37,NA,418.59,166.57,0,0,252.02
"iattc",-90.5,8.5,1983,18,NA,223.2,75.3,0,0,147.9
"iattc",-90.5,8.5,1984,6,NA,120,0,0,0,120
"iattc",-90.5,8.5,1985,18,NA,416.7,11.4,0,0,405.3
"iattc",-90.5,8.5,1986,30,NA,1196,482,0,0,714
"iattc",-90.5,8.5,1987,92,NA,2274.44,189.1,0,0,2085.34
"iattc",-90.5,8.5,1988,35,NA,584.24,15.4,0,0,568.84
"iattc",-90.5,8.5,1989,42,NA,1408.19,478.08,0,0,930.11
"iattc",-90.5,8.5,1990,21,NA,288.88,0,0,0,288.88
"iattc",-90.5,8.5,1991,47,NA,960.77,54.47,0,0,906.3
"iattc",-90.5,8.5,1992,83,NA,1111.85,40.81,0,0,1071.04
"iattc",-90.5,8.5,1993,21,NA,202.27,0,0,0,202.27
"iattc",-90.5,8.5,1994,10,NA,173.54,0,0,0,173.54
"iattc",-90.5,8.5,1995,12,NA,168.72,0,0,0,168.72
"iattc",-90.5,8.5,1996,5,NA,57.07,0,0,0,57.07
"iattc",-90.5,8.5,1997,17,NA,237.65,15.42,0,0,222.23
"iattc",-90.5,8.5,1998,40,NA,583.76,0,0,0,583.76
"iattc",-90.5,8.5,2001,1,NA,3,0,0,0,3
"iattc",-90.5,8.5,2002,16,NA,263,18,0,0,245
"iattc",-90.5,8.5,2003,43,NA,928,0,0,0,928
"iattc",-90.5,8.5,2004,6,NA,109,0,0,0,109
"iattc",-90.5,8.5,2005,15,NA,149,14,0,0,135
"iattc",-90.5,8.5,2006,26,NA,285,0,0,0,285
"iattc",-90.5,8.5,2007,11,NA,169,0,0,0,169
"iattc",-90.5,8.5,2008,8,NA,46,0,0,0,46
"iattc",-90.5,8.5,2009,8,NA,41,0,0,0,41
"iattc",-90.5,8.5,2010,171,NA,2083,6,0,0,2077
"iattc",-90.5,8.5,2012,16,NA,101,1,0,0,100
"iattc",-90.5,8.5,2014,5,NA,26,19,0,0,7
"iattc",-90.5,8.5,2015,61,NA,1225,0,0,0,1225
"iattc",-90.5,8.5,2016,118,NA,1541,0,0,0,1541
"iattc",-90.5,8.5,2017,10,NA,83,0,0,0,83
"iattc",-90.5,8.5,2018,13,NA,106,0,0,0,106
"iattc",-90.5,8.5,2019,23,NA,616,0,0,0,616
"iattc",-90.5,8.5,2020,41,NA,776,0,0,0,776
"iattc",-90.5,8.5,2021,35,NA,589,0,0,0,589
"iattc",-90.5,8.5,2022,22,NA,307,0,0,0,307
"iattc",-90.5,8.5,2023,30,NA,419,0,0,0,419
"iattc",-90.5,8.5,2024,9,NA,285,0,0,0,285
"iattc",-89.5,8.5,1964,1,NA,20.9,0,0,0,20.9
"iattc",-89.5,8.5,1965,160,NA,1726.4,0,0,0,1726.4
"iattc",-89.5,8.5,1966,111,NA,1036.2,3.6,0,0,1032.6
"iattc",-89.5,8.5,1968,8,NA,109.8,91.6,0,0,18.2
"iattc",-89.5,8.5,1969,9,NA,112.6,0,0,0,112.6
"iattc",-89.5,8.5,1970,2,NA,32.7,0,0,0,32.7
"iattc",-89.5,8.5,1971,35,NA,999.6,862.7,0,0,136.9
"iattc",-89.5,8.5,1972,10,NA,186,0,0,0,186
"iattc",-89.5,8.5,1973,3,NA,28.1,0,0,0,28.1
"iattc",-89.5,8.5,1974,32,NA,283.59,170.93,0,0,112.66
"iattc",-89.5,8.5,1975,28,NA,241.99,168.76,0,0,73.23
"iattc",-89.5,8.5,1976,42,NA,510.6,185.7,0,0,324.9
"iattc",-89.5,8.5,1977,6,NA,38.9,9,0,0,29.9
"iattc",-89.5,8.5,1978,74,NA,1067.18,488.96,0,0,578.22
"iattc",-89.5,8.5,1979,46,NA,401,59.8,0,0,341.2
"iattc",-89.5,8.5,1980,51,NA,658.12,484.32,0,0,173.8
"iattc",-89.5,8.5,1981,3,NA,76.2,0,0,0,76.2
"iattc",-89.5,8.5,1982,48,NA,643.35,199.7,0,0,443.65
"iattc",-89.5,8.5,1983,12,NA,184.7,103.4,0,0,81.3
"iattc",-89.5,8.5,1984,1,NA,10,0,0,0,10
"iattc",-89.5,8.5,1985,26,NA,891.16,157.77,0,0,733.39
"iattc",-89.5,8.5,1986,40,NA,1107.73,343.47,0,0,764.26
"iattc",-89.5,8.5,1987,75,NA,819.59,23.5,0,0,796.09
"iattc",-89.5,8.5,1988,33,NA,754.7,153.9,0,0,600.8
"iattc",-89.5,8.5,1989,93,NA,2389.69,724.16,0,0,1665.53
"iattc",-89.5,8.5,1990,33,NA,693.52,26.3,0,0,667.22
"iattc",-89.5,8.5,1991,78,NA,1467.2,15.03,0,0,1452.17
"iattc",-89.5,8.5,1992,113,NA,1875.33,21.75,0,0,1853.58
"iattc",-89.5,8.5,1993,16,NA,212.24,0,0,0,212.24
"iattc",-89.5,8.5,1994,5,NA,67.18,0,0,0,67.18
"iattc",-89.5,8.5,1995,38,NA,762.49,9.07,0,0,753.42
"iattc",-89.5,8.5,1997,8,NA,128.77,1.81,0,0,126.96
"iattc",-89.5,8.5,1998,139,NA,1989.02,0,0,0,1989.02
"iattc",-89.5,8.5,1999,1,NA,19.95,0,0,0,19.95
"iattc",-89.5,8.5,2000,8,NA,50,0,0,0,50
"iattc",-89.5,8.5,2001,10,NA,284,4,0,0,280
"iattc",-89.5,8.5,2002,21,NA,323,3,0,0,320
"iattc",-89.5,8.5,2003,47,NA,894,0,0,0,894
"iattc",-89.5,8.5,2004,12,NA,109,10,0,0,99
"iattc",-89.5,8.5,2005,31,NA,535,97,0,0,438
"iattc",-89.5,8.5,2006,27,NA,295,0,0,0,295
"iattc",-89.5,8.5,2007,9,NA,105,0,0,0,105
"iattc",-89.5,8.5,2009,2,NA,14,0,0,0,14
"iattc",-89.5,8.5,2010,92,NA,997,20,0,0,977
"iattc",-89.5,8.5,2012,5,NA,39,1,0,0,38
"iattc",-89.5,8.5,2014,18,NA,200,6,0,12,182
"iattc",-89.5,8.5,2015,88,NA,1674.01,1.38,0,0.26,1672.37
"iattc",-89.5,8.5,2016,103,NA,1293,0,0,0,1293
"iattc",-89.5,8.5,2017,14,NA,133,0,0,0,133
"iattc",-89.5,8.5,2018,35,NA,361,2,0,0,359
"iattc",-89.5,8.5,2019,49,NA,952,0,0,0,952
"iattc",-89.5,8.5,2020,64,NA,888,0,0,0,888
"iattc",-89.5,8.5,2021,61,NA,763,0,0,0,763
"iattc",-89.5,8.5,2022,28,NA,335,0,0,0,335
"iattc",-89.5,8.5,2023,92,NA,1310,0,0,0,1310
"iattc",-89.5,8.5,2024,15,NA,432,0,0,0,432
"iattc",-88.5,8.5,1964,38,NA,412.4,0,0,0,412.4
"iattc",-88.5,8.5,1965,60,NA,560.7,0,0,0,560.7
"iattc",-88.5,8.5,1966,129,NA,1192.1,5.4,0,0,1186.7
"iattc",-88.5,8.5,1967,3,NA,12.7,0,0,0,12.7
"iattc",-88.5,8.5,1968,54,NA,486.7,424.3,0,0,62.4
"iattc",-88.5,8.5,1969,4,NA,40.9,0,0,0,40.9
"iattc",-88.5,8.5,1970,1,NA,0.9,0,0,0,0.9
"iattc",-88.5,8.5,1971,51,NA,761.1,580.6,0,0,180.5
"iattc",-88.5,8.5,1972,36,NA,185.8,0,0,0,185.8
"iattc",-88.5,8.5,1973,14,NA,208.6,42.6,0,0,166
"iattc",-88.5,8.5,1974,15,NA,283.8,11.7,0,0,272.1
"iattc",-88.5,8.5,1975,28,NA,497.39,315.55,0,0,181.84
"iattc",-88.5,8.5,1976,49,NA,423.6,229.3,0,0,194.3
"iattc",-88.5,8.5,1977,13,NA,130.7,31.8,0,0,98.9
"iattc",-88.5,8.5,1978,45,NA,1174.5,377.2,0,0,797.3
"iattc",-88.5,8.5,1979,46,NA,663,188.55,0,0,474.45
"iattc",-88.5,8.5,1980,31,NA,363.88,248.71,0,0,115.17
"iattc",-88.5,8.5,1981,7,NA,40.89,11.13,0,0,29.76
"iattc",-88.5,8.5,1982,11,NA,193.13,116.79,0,0,76.34
"iattc",-88.5,8.5,1983,2,NA,13,0,0,0,13
"iattc",-88.5,8.5,1985,10,NA,242.15,86.17,0,0,155.98
"iattc",-88.5,8.5,1986,34,NA,527.41,69.23,0,0,458.18
"iattc",-88.5,8.5,1987,26,NA,316.63,0,0,0,316.63
"iattc",-88.5,8.5,1988,9,NA,96.54,11.79,0,0,84.75
"iattc",-88.5,8.5,1989,110,NA,2527.63,774.95,0,0,1752.68
"iattc",-88.5,8.5,1990,53,NA,1273.85,0,0,0,1273.85
"iattc",-88.5,8.5,1991,89,NA,1713.11,114.11,0,0,1599
"iattc",-88.5,8.5,1992,84,NA,1236.43,21.77,0,0,1214.66
"iattc",-88.5,8.5,1993,58,NA,686.71,0,0,0,686.71
"iattc",-88.5,8.5,1994,9,NA,141.5,0,0,0,141.5
"iattc",-88.5,8.5,1995,43,NA,667.25,0,0,0,667.25
"iattc",-88.5,8.5,1997,44,NA,600.53,0,0,0,600.53
"iattc",-88.5,8.5,1998,101,NA,1197.7,3.8,0,0,1193.9
"iattc",-88.5,8.5,1999,4,NA,48.07,0,0,0,48.07
"iattc",-88.5,8.5,2000,17,NA,222,0,0,0,222
"iattc",-88.5,8.5,2001,39,NA,1472,0,0,0,1472
"iattc",-88.5,8.5,2002,32,NA,955,35,0,0,920
"iattc",-88.5,8.5,2003,67,NA,1979,12,0,0,1967
"iattc",-88.5,8.5,2004,17,NA,163,0,0,0,163
"iattc",-88.5,8.5,2005,56,NA,567,20,0,0,547
"iattc",-88.5,8.5,2006,51,NA,448,0,0,0,448
"iattc",-88.5,8.5,2007,3,NA,50,0,0,0,50
"iattc",-88.5,8.5,2008,3,NA,47,0,0,0,47
"iattc",-88.5,8.5,2009,7,NA,83,0,0,0,83
"iattc",-88.5,8.5,2010,83,NA,1026,0,0,0,1026
"iattc",-88.5,8.5,2012,1,NA,25,0,0,0,25
"iattc",-88.5,8.5,2014,9,NA,73,0,0,0,73
"iattc",-88.5,8.5,2015,63,NA,1333,0,0,0,1333
"iattc",-88.5,8.5,2016,45,NA,446,0,0,0,446
"iattc",-88.5,8.5,2017,2,NA,5,0,0,0,5
"iattc",-88.5,8.5,2018,3,NA,27,0,0,0,27
"iattc",-88.5,8.5,2019,15,NA,193,0,0,0,193
"iattc",-88.5,8.5,2020,6,NA,51,0,0,0,51
"iattc",-88.5,8.5,2021,15,NA,220,0,0,0,220
"iattc",-88.5,8.5,2022,1,NA,15,0,0,0,15
"iattc",-88.5,8.5,2023,32,NA,490,0,0,0,490
"iattc",-88.5,8.5,2024,1,NA,70,0,0,0,70
"iattc",-87.5,8.5,1961,1,NA,23.6,0,0,0,23.6
"iattc",-87.5,8.5,1964,12,NA,182.4,0,0,0,182.4
"iattc",-87.5,8.5,1965,24,NA,175,0,0,0,175
"iattc",-87.5,8.5,1966,69,NA,429.7,7.2,0,0,422.5
"iattc",-87.5,8.5,1968,185,NA,2625.3,2205.4,0,0,419.9
"iattc",-87.5,8.5,1969,15,NA,274.7,163.2,0,0,111.5
"iattc",-87.5,8.5,1970,8,NA,95.2,0,0,0,95.2
"iattc",-87.5,8.5,1971,67,NA,702.09,492.61,0,0,209.48
"iattc",-87.5,8.5,1972,29,NA,251.3,0,0,0,251.3
"iattc",-87.5,8.5,1973,31,NA,289.5,0.9,0,0,288.6
"iattc",-87.5,8.5,1974,55,NA,936.6,457.1,0,0,479.5
"iattc",-87.5,8.5,1975,30,NA,418.79,330.01,0,0,88.78
"iattc",-87.5,8.5,1976,64,NA,885.2,225.8,0,0,659.4
"iattc",-87.5,8.5,1977,37,NA,610.39,83.58,0,0,526.81
"iattc",-87.5,8.5,1978,41,NA,470.5,154,0,0,316.5
"iattc",-87.5,8.5,1979,74,NA,590.82,76.4,0,0,514.42
"iattc",-87.5,8.5,1980,52,NA,457.9,236,0,0,221.9
"iattc",-87.5,8.5,1981,5,NA,81.7,81.7,0,0,0
"iattc",-87.5,8.5,1982,18,NA,201.31,59,0,0,142.31
"iattc",-87.5,8.5,1983,19,NA,115,12,0,0,103
"iattc",-87.5,8.5,1984,12,NA,75,0,0,0,75
"iattc",-87.5,8.5,1985,4,NA,21.29,1.3,0,0,19.99
"iattc",-87.5,8.5,1986,18,NA,630.76,200.07,0,0,430.69
"iattc",-87.5,8.5,1987,11,NA,91.01,45.35,0,0,45.66
"iattc",-87.5,8.5,1988,6,NA,57.57,19.49,0,0,38.08
"iattc",-87.5,8.5,1989,37,NA,781.48,203.9,0,0,577.58
"iattc",-87.5,8.5,1990,6,NA,113.38,0,0,0,113.38
"iattc",-87.5,8.5,1991,47,NA,649.17,7.24,0,0,641.93
"iattc",-87.5,8.5,1992,26,NA,293.88,1.82,0,0,292.06
"iattc",-87.5,8.5,1993,19,NA,242.19,0,0,0,242.19
"iattc",-87.5,8.5,1994,11,NA,175.98,0,0,0,175.98
"iattc",-87.5,8.5,1995,2,NA,13.6,0,0,0,13.6
"iattc",-87.5,8.5,1996,1,NA,4.53,0,0,0,4.53
"iattc",-87.5,8.5,1997,30,NA,544.27,0,0,0,544.27
"iattc",-87.5,8.5,1998,53,NA,713.12,35.14,0,0,677.98
"iattc",-87.5,8.5,1999,11,NA,80.73,0,0,0,80.73
"iattc",-87.5,8.5,2000,88,NA,1472,0,0,0,1472
"iattc",-87.5,8.5,2001,94,NA,2981,9,0,0,2972
"iattc",-87.5,8.5,2002,102,NA,2039,11,0,0,2028
"iattc",-87.5,8.5,2003,110,NA,2925,61,0,0,2864
"iattc",-87.5,8.5,2004,8,NA,69,0,0,0,69
"iattc",-87.5,8.5,2005,33,NA,661,64,0,0,597
"iattc",-87.5,8.5,2006,61,NA,453,0,0,0,453
"iattc",-87.5,8.5,2008,5,NA,100,0,0,0,100
"iattc",-87.5,8.5,2009,18,NA,230,0,0,0,230
"iattc",-87.5,8.5,2010,88,NA,1387,0,0,0,1387
"iattc",-87.5,8.5,2011,1,NA,2,0,0,0,2
"iattc",-87.5,8.5,2012,33,NA,397,0,0,0,397
"iattc",-87.5,8.5,2013,14,NA,131,0,0,0,131
"iattc",-87.5,8.5,2014,7,NA,110,0,0,0,110
"iattc",-87.5,8.5,2015,75,NA,1356,0,0,0,1356
"iattc",-87.5,8.5,2016,149,NA,2193,0,0,0,2193
